 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.442056 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.340527      2.1375      580.04
     2      0.000000      0.000000     -0.330185      5.4533      227.36
     3      0.000000      0.000000     -0.360301      5.7071      217.25
     4      0.000000      0.000000      1.839894      6.4374      192.60
     5      0.000000     -0.000000      0.685697      7.0957      174.73
     6      0.000000      0.000000     -2.673578      7.6617      161.82
     7      0.000000      0.000000      1.614906      7.7328      160.34
     8      0.000000      0.000000      1.782444      8.0499      154.02
     9      0.000000     -0.000000     -0.355504      8.3768      148.01
    10      0.000000      0.000000      1.569789      8.6042      144.10
    11      0.000000      0.000000      1.160403      9.2417      134.16
    12      0.000000      0.000000      1.690148      9.2625      133.86
    13      0.000000      0.000000      0.918495      9.8671      125.65
    14      0.000000     -0.000000      1.637239     10.3302      120.02
    15      0.000000     -0.000000      2.503099     10.3328      119.99
    16      0.000000      0.000000      1.072454     10.5289      117.76
    17      0.000000      0.000000      0.032022     10.8473      114.30
    18      0.000000     -0.000000      0.801306     11.4462      108.32
    19      0.000000      0.000000      0.308607     11.5415      107.42
    20      0.000000      0.000000      1.151026     11.5723      107.14
    21      0.000000      0.000000     -3.110590     11.6514      106.41
    22      0.000000      0.000000      0.198235     11.8185      104.91
    23      0.000000      0.000000      0.276054     11.9219      104.00
    24      0.000000      0.000000      0.996417     12.1238      102.27
    25      0.000000      0.000000     -1.611935     12.2554      101.17
    26      0.000000     -0.000000     -3.209495     12.5514       98.78
    27     -0.000000      0.000000     -3.933815     13.0086       95.31
    28      0.000000     -0.000000     -0.941416     13.1994       93.93
    29      0.000000     -0.000000      0.363412     13.3212       93.07
    30     -0.000000     -0.000000      0.360007     13.5349       91.60
