 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -0.327276 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.017003      5.4050      229.39
     2      0.000000      0.000000      0.684576      6.0816      203.87
     3      0.000000      0.000000     -0.239274      6.8688      180.50
     4      0.000000     -0.000000     -0.411647      7.0066      176.95
     5      0.000000     -0.000000     -0.744644      7.6631      161.79
     6     -0.000000      0.000000      1.211378     10.0295      123.62
     7      0.000000     -0.000000     -3.046406     10.3719      119.54
     8      0.000000      0.000000     -1.463913     11.3653      109.09
     9     -0.000000     -0.000000     -1.369431     11.4561      108.23
    10      0.000000      0.000000      0.503064     12.1099      102.38
    11     -0.000000     -0.000000      1.598484     12.6887       97.71
    12      0.000000     -0.000000     -2.679070     12.7622       97.15
    13      0.000000      0.000000      2.104724     13.4071       92.48
    14      0.000000      0.000000      1.425007     13.8529       89.50
    15     -0.000000     -0.000000      1.798976     14.0612       88.17
    16     -0.000000     -0.000000      1.325447     14.1429       87.67
    17     -0.000000     -0.000000      0.363430     14.4611       85.74
    18     -0.000000      0.000000      1.033744     14.5229       85.37
    19      0.000000      0.000000      0.824822     14.7277       84.18
    20      0.000000     -0.000000      0.726885     14.7302       84.17
    21      0.000000     -0.000000      0.757602     14.9279       83.06
    22     -0.000000     -0.000000      1.725069     15.1699       81.73
    23      0.000000      0.000000      1.172263     15.3304       80.87
    24      0.000000      0.000000     -0.145660     15.6716       79.11
    25     -0.000000     -0.000000     -0.160809     15.7042       78.95
    26      0.000000     -0.000000      0.608362     15.9831       77.57
    27      0.000000      0.000000      0.102383     16.2067       76.50
    28     -0.000000     -0.000000      1.937643     16.5396       74.96
    29      0.000000      0.000000     -1.523314     16.6303       74.55
    30      0.000000     -0.000000     -0.787282     16.6546       74.44
