 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.565706 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.957006      4.6185      268.45
     2      0.000000      0.000000      0.275242      4.9769      249.12
     3     -0.000000      0.000000      1.199423      5.6249      220.42
     4      0.000000     -0.000000     -1.039093      5.8225      212.94
     5      0.000000      0.000000     -1.634678      8.3155      149.10
     6     -0.000000      0.000000     -1.088980      8.8542      140.03
     7      0.000000     -0.000000     -0.879846      9.2097      134.62
     8     -0.000000      0.000000      0.219713      9.4606      131.05
     9      0.000000      0.000000      0.100231     10.0225      123.71
    10     -0.000000     -0.000000     -2.835388     10.4837      118.26
    11     -0.000000      0.000000      0.754018     12.3679      100.25
    12     -0.000000      0.000000      1.204926     13.5649       91.40
    13     -0.000000      0.000000      1.732286     13.8258       89.68
    14      0.000000      0.000000      2.283866     14.0783       88.07
    15     -0.000000     -0.000000      1.252531     14.7187       84.24
    16     -0.000000     -0.000000      2.618533     14.9045       83.19
    17     -0.000000      0.000000     -0.684198     15.2980       81.05
    18      0.000000      0.000000      0.468171     15.4956       80.01
    19      0.000000     -0.000000     -0.655213     16.1318       76.86
    20     -0.000000      0.000000      1.850042     16.1663       76.69
    21      0.000000      0.000000      3.049021     17.1717       72.20
    22      0.000000      0.000000      0.728395     17.4539       71.04
    23     -0.000000     -0.000000      1.359073     18.0512       68.68
    24     -0.000000      0.000000      0.800783     18.0605       68.65
    25      0.000000      0.000000      0.645964     18.7784       66.02
    26      0.000000      0.000000     -0.758168     18.8580       65.75
    27     -0.000000     -0.000000      0.317421     19.0982       64.92
    28      0.000000      0.000000      1.720531     19.1235       64.83
    29     -0.000000      0.000000     -0.879448     19.6460       63.11
    30     -0.000000     -0.000000     -0.459158     19.6837       62.99
