0  -3114.862438368211
1  -3112.4289383682108
2  -3108.7351383682108
3  -3108.6006383682106
4  -3108.041238368211
5  -3107.585338368211
6  -3106.899538368211
7  -3106.814538368211
8  -3106.5377383682107
9  -3106.265138368211
10  -3105.957738368211
11  -3105.328138368211
12  -3105.1123383682107
13  -3104.692038368211
14  -3104.2758383682108
15  -3104.2324383682108
16  -3103.712538368211
17  -3103.5959383682107
18  -3103.1818383682107
19  -3103.120938368211
20  -3103.049538368211
21  -3102.832538368211
22  -3102.759738368211
23  -3102.637638368211
24  -3102.552238368211
25  -3102.5073383682106
26  -3102.024638368211
27  -3101.629838368211
28  -3101.556038368211
29  -3101.317938368211
30  -3101.117938368211
