 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.703879 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -1.289440      4.3240      286.73
     2     -0.000000     -0.000000      0.119019      4.7253      262.38
     3     -0.000000     -0.000000      1.475297      5.4894      225.86
     4      0.000000      0.000000     -1.176478      5.7870      214.25
     5      0.000000     -0.000000     -1.510027      8.6036      144.11
     6     -0.000000     -0.000000     -0.515328      8.7467      141.75
     7      0.000000      0.000000     -0.728483      8.7618      141.51
     8     -0.000000      0.000000     -0.290497      9.4035      131.85
     9      0.000000     -0.000000      0.266135      9.9775      124.26
    10     -0.000000     -0.000000     -2.546490     10.0386      123.51
    11     -0.000000     -0.000000      1.169367     11.3187      109.54
    12     -0.000000     -0.000000      2.322464     11.9340      103.89
    13      0.000000      0.000000      1.669066     12.5839       98.53
    14      0.000000      0.000000      1.260746     12.6687       97.87
    15      0.000000     -0.000000      2.610621     13.0084       95.31
    16     -0.000000     -0.000000      1.584330     13.7837       89.95
    17      0.000000     -0.000000     -1.670130     14.6100       84.86
    18     -0.000000     -0.000000      0.185008     14.9509       82.93
    19     -0.000000     -0.000000      3.294768     15.0077       82.61
    20      0.000000     -0.000000      0.948114     15.6945       79.00
    21      0.000000      0.000000      0.408834     15.7681       78.63
    22     -0.000000     -0.000000      1.964107     15.7999       78.47
    23      0.000000      0.000000      0.425633     15.8372       78.29
    24     -0.000000      0.000000      1.090631     16.2291       76.40
    25      0.000000     -0.000000      2.581682     17.0614       72.67
    26     -0.000000     -0.000000     -0.373727     17.4884       70.90
    27     -0.000000     -0.000000      0.556560     18.3686       67.50
    28      0.000000     -0.000000     -0.396326     18.8134       65.90
    29      0.000000     -0.000000     -1.237915     18.8450       65.79
    30      0.000000      0.000000      0.749153     19.0760       64.99
