 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.703879 a.u.

 Transition dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     0     1    -0.0000000     1.2154798    -0.0000000     4.32400     0.15651
     0     2    -0.0000000    -0.0000000     0.0000000     4.72530     0.00000
     0     3     0.0000000     0.5438595    -0.0000000     5.48940     0.03978
     0     4    -0.0000000     0.0000000    -0.0503028     5.78700     0.00036
     0     5    -0.0000000     0.0000000    -0.0000000     8.60360     0.00000
     0     6    -0.0000000    -0.9107247     0.0000000     8.74670     0.17774
     0     7    -0.0000000    -0.0000000    -0.4333688     8.76180     0.04032
     0     8    -0.0000000    -1.0466577    -0.0000000     9.40350     0.25238
     0     9    -0.0000000    -0.0000000    -0.0000000     9.97750     0.00000
     0    10    -0.0000000     0.8497557    -0.0000000    10.03860     0.17759
     0    11     0.0000000     0.0000000     0.4863776    11.31870     0.06560
     0    12    -0.0818880    -0.0000000     0.0000000    11.93400     0.00196
     0    13    -0.0000000     0.0000000     0.7454232    12.58390     0.17131
     0    14     0.0000000    -0.3275958     0.0000000    12.66870     0.03331
     0    15     0.0000000     0.0000000     0.2762270    13.00840     0.02432
     0    16    -0.0000000    -0.2888357     0.0000000    13.78370     0.02817
     0    17    -0.0000000    -0.0000000     0.2347449    14.61000     0.01972
     0    18     0.4440010    -0.0000000    -0.0000000    14.95090     0.07221
     0    19    -0.0000000     0.0000000    -0.1450130    15.00770     0.00773
     0    20    -0.5571349    -0.0000000    -0.0000000    15.69450     0.11935
     0    21    -0.0000000     0.1962707     0.0000000    15.76810     0.01488
     0    22    -0.0000000    -0.0000000     0.5986541    15.79990     0.13873
     0    23     0.0000000    -0.3440884     0.0000000    15.83720     0.04594
     0    24    -0.0000000    -0.0000000     0.1538180    16.22910     0.00941
     0    25     0.1663024    -0.0000000     0.0000000    17.06140     0.01156
     0    26    -0.0000000    -0.0000000    -0.4203695    17.48840     0.07571
     0    27     0.0000000     0.0000000    -0.1260250    18.36860     0.00715
     0    28     0.0000000    -0.0789258    -0.0000000    18.81340     0.00287
     0    29    -0.2364114     0.0000000    -0.0000000    18.84500     0.02580
     0    30    -0.0000000    -0.2494328    -0.0000000    19.07600     0.02908
 
 Note: In below output the case of i=j corresponds to electronic contribution to dipole moment of excited state i
 Transition dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     1     1     0.0000000    -0.0000000     8.8781558     0.00000     0.00000
     1     2     2.8870860     0.0000000     0.0000000     0.40130     0.08195
     1     3     0.0000000    -0.0000000     2.7446013     1.16540     0.21508
     1     4    -0.0000000     2.9798192     0.0000000     1.46300     0.31826
     1     5     0.2849421    -0.0000000     0.0000000     4.27960     0.00851
     1     6    -0.0000000     0.0000000     0.4523369     4.42270     0.02217
     1     7    -0.0000000    -0.5916472     0.0000000     4.43780     0.03806
     1     8     0.0000000    -0.0000000    -0.6219034     5.07950     0.04813
     1     9    -1.1925350    -0.0000000    -0.0000000     5.65350     0.19698
     1    10    -0.0000000    -0.0000000     0.0803158     5.71460     0.00090
     1    11     0.0000000    -0.3620010     0.0000000     6.99470     0.02246
     1    12     0.0000000     0.0000000     0.0000000     7.61000     0.00000
     1    13     0.0000000     0.1191571     0.0000000     8.25990     0.00287
     1    14    -0.0000000    -0.0000000     0.0587571     8.34470     0.00071
     1    15     0.0000000     0.1856340     0.0000000     8.68440     0.00733
     1    16     0.0000000     0.0000000    -0.5984003     9.45970     0.08299
     1    17     0.0000000    -1.0143440     0.0000000    10.28600     0.25928
     1    18     0.0000000     0.0000000    -0.0000000    10.62690     0.00000
     1    19     0.0000000    -0.0684968     0.0000000    10.68370     0.00123
     1    20    -0.0000000     0.0000000    -0.0000000    11.37050     0.00000
     1    21     0.0000000     0.0000000    -0.0157977    11.44410     0.00007
     1    22    -0.0000000    -0.0440371     0.0000000    11.47590     0.00055
     1    23     0.0000000     0.0000000    -0.0448614    11.51320     0.00057
     1    24     0.0000000     0.0405411    -0.0000000    11.90510     0.00048
     1    25     0.0000000    -0.0000000    -0.0000000    12.73740     0.00000
     1    26     0.0000000    -0.0165040     0.0000000    13.16440     0.00009
     1    27    -0.0000000    -0.0484304    -0.0000000    14.04460     0.00081
     1    28    -0.0000000     0.0000000     0.0126875    14.48940     0.00006
     1    29    -0.0000000    -0.0000000    -0.0000000    14.52100     0.00000
     1    30    -0.0000000     0.0000000     0.0244303    14.75200     0.00022
     2     2    -0.0000000    -0.0000000    10.2866148     0.00000     0.00000
     2     3     0.6035061     0.0000000    -0.0000000     0.76410     0.00682
     2     4     0.0000000    -0.0000000     0.0000000     1.06170     0.00000
     2     5     0.0000000     0.0000000    -1.4140242     3.87830     0.18998
     2     6     1.9948632    -0.0000000     0.0000000     4.02140     0.39207
     2     7    -0.0000000    -0.0000000     0.0000000     4.03650     0.00000
     2     8     0.6978729     0.0000000    -0.0000000     4.67820     0.05582
     2     9    -0.0000000    -0.0000000    -0.0868104     5.25220     0.00097
     2    10     0.4454000     0.0000000    -0.0000000     5.31330     0.02582
     2    11    -0.0000000    -0.0000000     0.0000000     6.59340     0.00000
     2    12     0.0000000    -0.2913425     0.0000000     7.20870     0.01499
     2    13     0.0000000    -0.0000000    -0.0000000     7.85860     0.00000
     2    14     0.0289576     0.0000000    -0.0000000     7.94340     0.00016
     2    15     0.0000000    -0.0000000    -0.0000000     8.28310     0.00000
     2    16     0.1445055    -0.0000000     0.0000000     9.05840     0.00463
     2    17     0.0000000    -0.0000000    -0.0000000     9.88470     0.00000
     2    18     0.0000000    -1.1218653     0.0000000    10.22560     0.31530
     2    19     0.0000000     0.0000000    -0.0000000    10.28240     0.00000
     2    20     0.0000000     0.1924449    -0.0000000    10.96920     0.00995
     2    21     0.1232805    -0.0000000     0.0000000    11.04280     0.00411
     2    22     0.0000000    -0.0000000    -0.0000000    11.07460     0.00000
     2    23     0.1231107    -0.0000000    -0.0000000    11.11190     0.00413
     2    24     0.0000000     0.0000000     0.0000000    11.50380     0.00000
     2    25     0.0000000    -0.0414876     0.0000000    12.33610     0.00052
     2    26     0.0000000     0.0000000    -0.0000000    12.76310     0.00000
     2    27     0.0000000    -0.0000000    -0.0000000    13.64330     0.00000
     2    28    -0.3820100     0.0000000    -0.0000000    14.08810     0.05037
     2    29     0.0000000     0.0451477    -0.0000000    14.11970     0.00071
     2    30    -0.5092404     0.0000000    -0.0000000    14.35070     0.09118
     3     3    -0.0000000    -0.0000000    11.6428933     0.00000     0.00000
     3     4     0.0000000    -0.2233868     0.0000000     0.29760     0.00036
     3     5    -1.4048918    -0.0000000    -0.0000000     3.11420     0.15059
     3     6     0.0000000     0.0000000    -1.0239805     3.25730     0.08368
     3     7     0.0000000    -1.4709198     0.0000000     3.27240     0.17346
     3     8    -0.0000000    -0.0000000     1.8409542     3.91410     0.32499
     3     9    -0.4861781    -0.0000000     0.0000000     4.48810     0.02599
     3    10    -0.0000000    -0.0000000    -0.6117279     4.54920     0.04171
     3    11     0.0000000     0.1099122    -0.0000000     5.82930     0.00173
     3    12     0.0000000    -0.0000000    -0.0000000     6.44460     0.00000
     3    13    -0.0000000     1.2435557    -0.0000000     7.09450     0.26879
     3    14    -0.0000000    -0.0000000     0.0676531     7.17930     0.00081
     3    15    -0.0000000     0.4114371    -0.0000000     7.51900     0.03118
     3    16     0.0000000     0.0000000    -0.3417147     8.29430     0.02373
     3    17    -0.0000000     0.3252506    -0.0000000     9.12060     0.02364
     3    18     0.0000000    -0.0000000    -0.0000000     9.46150     0.00000
     3    19    -0.0000000    -0.0312049     0.0000000     9.51830     0.00023
     3    20    -0.0000000    -0.0000000     0.0000000    10.20510     0.00000
     3    21     0.0000000     0.0000000    -0.0208222    10.27870     0.00011
     3    22    -0.0000000    -0.9863232     0.0000000    10.31050     0.24574
     3    23    -0.0000000     0.0000000    -0.0132476    10.34780     0.00004
     3    24     0.0000000     0.1189940     0.0000000    10.73970     0.00373
     3    25    -0.0000000    -0.0000000     0.0000000    11.57200     0.00000
     3    26    -0.0000000     0.0061429    -0.0000000    11.99900     0.00001
     3    27    -0.0000000    -0.0785481     0.0000000    12.87920     0.00195
     3    28    -0.0000000    -0.0000000     0.1183563    13.32400     0.00457
     3    29    -0.0000000    -0.0000000    -0.0000000    13.35560     0.00000
     3    30    -0.0000000    -0.0000000     0.1376232    13.58660     0.00630
     4     4     0.0000000     0.0000000     8.9911175     0.00000     0.00000
     4     5    -0.0000000    -0.0000000    -0.0000000     2.81660     0.00000
     4     6    -0.0000000    -0.0793707    -0.0000000     2.95970     0.00046
     4     7     0.0000000    -0.0000000    -1.3915583     2.97480     0.14113
     4     8     0.0000000     0.8041486     0.0000000     3.61650     0.05730
     4     9     0.0000000    -0.0000000    -0.0000000     4.19050     0.00000
     4    10     0.0000000     1.3837037    -0.0000000     4.25160     0.19943
     4    11     0.0000000     0.0000000     0.0784651     5.53170     0.00083
     4    12     0.0400101     0.0000000     0.0000000     6.14700     0.00024
     4    13    -0.0000000     0.0000000     0.6107610     6.79690     0.06212
     4    14     0.0000000    -0.2013325    -0.0000000     6.88170     0.00683
     4    15     0.0000000     0.0000000     0.3793609     7.22140     0.02546
     4    16    -0.0000000    -0.4630175     0.0000000     7.99670     0.04200
     4    17     0.0000000     0.0000000     0.0885069     8.82300     0.00169
     4    18    -0.0258054     0.0000000     0.0000000     9.16390     0.00015
     4    19     0.0000000     0.0000000    -0.0162440     9.22070     0.00006
     4    20     0.0464387     0.0000000     0.0000000     9.90750     0.00052
     4    21     0.0000000    -0.9535892     0.0000000     9.98110     0.22236
     4    22    -0.0000000     0.0000000     0.0180907    10.01290     0.00008
     4    23    -0.0000000    -0.9192390     0.0000000    10.05020     0.20806
     4    24     0.0000000    -0.0000000    -0.1012129    10.44210     0.00262
     4    25    -0.0090781     0.0000000    -0.0000000    11.27440     0.00002
     4    26     0.0000000     0.0000000     0.0777098    11.70140     0.00173
     4    27    -0.0000000    -0.0000000    -0.0944989    12.58160     0.00275
