 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -1.131696 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -0.051940      3.4242      362.08
     2      0.000000     -0.000000      2.395560      6.9382      178.70
     3      0.000000     -0.000000     -0.453951      7.6783      161.47
     4      0.000000     -0.000000      0.976593      7.9562      155.83
     5      0.000000     -0.000000      0.110164      8.0718      153.60
     6      0.000000     -0.000000     -0.058215      8.3162      149.09
     7      0.000000     -0.000000      0.810214      8.4807      146.20
     8      0.000000     -0.000000     -1.821765      9.2062      134.67
     9      0.000000     -0.000000      2.432660      9.6444      128.56
    10     -0.000000     -0.000000      2.311359     10.2879      120.51
    11      0.000000     -0.000000     -0.676276     10.4760      118.35
    12      0.000000     -0.000000      0.931533     10.6475      116.44
    13      0.000000     -0.000000      0.701117     11.3288      109.44
    14      0.000000     -0.000000      2.413590     11.4436      108.34
    15     -0.000000     -0.000000     -3.364144     11.5305      107.53
    16      0.000000     -0.000000      0.461806     12.0315      103.05
    17     -0.000000     -0.000000      0.243465     12.3306      100.55
    18      0.000000     -0.000000     -1.681504     12.3559      100.34
    19      0.000000     -0.000000      1.285267     12.4866       99.29
    20      0.000000     -0.000000      1.237631     12.5438       98.84
    21     -0.000000     -0.000000      2.000899     12.7686       97.10
    22      0.000000     -0.000000      1.107775     13.0164       95.25
    23      0.000000     -0.000000     -0.303836     13.1083       94.58
    24      0.000000     -0.000000     -1.190945     13.1083       94.58
    25      0.000000     -0.000000     -2.479125     13.4734       92.02
    26      0.000000     -0.000000      0.232377     13.7431       90.22
    27      0.000000      0.000000     -0.669762     13.8740       89.36
    28      0.000000     -0.000000     -0.685137     14.0971       87.95
    29     -0.000000     -0.000000     -3.334146     14.2731       86.87
    30     -0.000000     -0.000000      2.534758     14.6369       84.71
