 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -1.131696 a.u.

 Transition dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     0     1     0.0000000    -0.0000000     0.0000000     3.42420     0.00000
     0     2    -0.0000000     0.3424722    -0.0000000     6.93820     0.01994
     0     3     0.0000000     0.3858930     0.0000000     7.67830     0.02801
     0     4    -0.0000000     0.0000000    -0.4095749     7.95620     0.03270
     0     5     0.0799127    -0.0000000    -0.0000000     8.07180     0.00126
     0     6     0.0000000    -0.0000000     0.8761213     8.31620     0.15639
     0     7     0.0000000     0.0000000     0.0000000     8.48070     0.00000
     0     8    -0.0000000    -0.0000000     0.0000000     9.20620     0.00000
     0     9    -0.4094165    -0.0000000    -0.0000000     9.64440     0.03961
     0    10    -0.0000000     0.5437748    -0.0000000    10.28790     0.07453
     0    11     0.4655359    -0.0000000    -0.0000000    10.47600     0.05562
     0    12    -0.0000000     0.0000000     0.0000000    10.64750     0.00000
     0    13     0.0000000     0.0000000    -0.2020527    11.32880     0.01133
     0    14     0.0000000     0.0000000    -0.0587090    11.44360     0.00097
     0    15     0.0000000    -0.0581722     0.0000000    11.53050     0.00096
     0    16    -0.0000000     0.0000000    -0.4705438    12.03150     0.06526
     0    17     0.0000000    -0.0000000     1.0466059    12.33060     0.33091
     0    18    -0.0000000     0.0000000     0.0000000    12.35590     0.00000
     0    19    -0.0000000    -0.3714165     0.0000000    12.48660     0.04220
     0    20    -0.0000000    -0.5954408     0.0000000    12.54380     0.10896
     0    21     0.2621729    -0.0000000     0.0000000    12.76860     0.02150
     0    22    -0.2054748     0.0000000     0.0000000    13.01640     0.01346
     0    23    -0.0000000    -0.0889396    -0.0000000    13.10830     0.00254
     0    24     0.0000000    -0.0000000    -0.4798149    13.10830     0.07394
     0    25     0.0000000     0.3252211    -0.0000000    13.47340     0.03491
     0    26    -0.0000000    -0.0000000     0.0000000    13.74310     0.00000
     0    27     0.0000000    -0.0000000     0.1191921    13.87400     0.00483
     0    28    -0.0000000    -0.0000000    -0.0000000    14.09710     0.00000
     0    29     0.0166687    -0.0000000    -0.0000000    14.27310     0.00010
     0    30     0.0000000    -0.0000000     0.2940974    14.63690     0.03102
 
 Note: In below output the case of i=j corresponds to electronic contribution to dipole moment of excited state i
 Transition dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
     1     1    -0.0000000    -0.0000000    -1.4494683     0.00000     0.00000
     1     2    -0.5713829    -0.0000000    -0.0000000     3.51400     0.02811
     1     3     0.1111328    -0.0000000    -0.0000000     4.25410     0.00129
     1     4    -0.0000000    -0.0000000     0.0000000     4.53200     0.00000
     1     5     0.0000000    -0.0090800    -0.0000000     4.64760     0.00001
     1     6    -0.0000000     0.0000000    -0.0000000     4.89200     0.00000
     1     7    -0.0000000    -0.0000000     0.3836523     5.05650     0.01823
     1     8    -0.0000000    -0.0000000     1.1602234     5.78200     0.19069
