0  -3091.758553374213
1  -3086.4751533742133
2  -3086.294553374213
3  -3085.6291533742133
4  -3085.481553374213
5  -3083.988153374213
6  -3082.3692533742133
7  -3082.023753374213
8  -3081.567453374213
9  -3081.1500533742133
10  -3080.194253374213
11  -3079.561753374213
12  -3077.5432533742132
13  -3077.375653374213
14  -3077.346353374213
15  -3076.698253374213
16  -3076.622053374213
17  -3076.402353374213
18  -3076.2813533742133
19  -3075.686453374213
20  -3075.6844533742133
21  -3075.034753374213
22  -3074.5785533742132
23  -3074.193153374213
24  -3073.9252533742133
25  -3073.704853374213
26  -3073.6473533742133
27  -3073.548553374213
28  -3073.436953374213
29  -3073.435053374213
30  -3073.370753374213
