 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.176490 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.258975      5.2834      234.67
     2      0.000000      0.000000      0.389840      5.4640      226.91
     3      0.000000     -0.000000      0.496722      6.1294      202.28
     4      0.000000     -0.000000     -0.807721      6.2770      197.52
     5     -0.000000      0.000000     -1.468042      7.7704      159.56
     6      0.000000     -0.000000     -1.259141      9.3893      132.05
     7      0.000000      0.000000     -0.172121      9.7348      127.36
     8      0.000000     -0.000000     -1.195530     10.1911      121.66
     9     -0.000000      0.000000     -0.679325     10.6085      116.87
    10      0.000000      0.000000     -2.865851     11.5643      107.21
    11      0.000000     -0.000000      0.574142     12.1968      101.65
    12     -0.000000      0.000000      1.967996     14.2153       87.22
    13      0.000000     -0.000000      1.776657     14.3829       86.20
    14      0.000000      0.000000      2.643789     14.4122       86.03
    15     -0.000000      0.000000      1.608426     15.0603       82.33
    16      0.000000     -0.000000      2.498712     15.1365       81.91
    17     -0.000000     -0.000000     -0.982391     15.3562       80.74
    18      0.000000      0.000000      0.024455     15.4772       80.11
    19      0.000000     -0.000000      0.683324     16.0721       77.14
    20     -0.000000     -0.000000     -1.013167     16.0741       77.13
    21     -0.000000      0.000000      0.598419     16.7238       74.14
    22     -0.000000      0.000000      0.867464     17.1800       72.17
    23      0.000000      0.000000      3.286651     17.5654       70.58
    24      0.000000     -0.000000      1.686014     17.8333       69.52
    25     -0.000000     -0.000000     -0.670934     18.0537       68.68
    26      0.000000      0.000000      0.707867     18.1112       68.46
    27     -0.000000      0.000000      0.686870     18.2100       68.09
    28     -0.000000     -0.000000      0.778509     18.3216       67.67
    29      0.000000      0.000000      0.299412     18.3235       67.66
    30      0.000000      0.000000      1.444470     18.3878       67.43
