 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.357003 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -0.593746      4.9808      248.92
     2      0.000000      0.000000      0.364015      5.2709      235.22
     3      0.000000      0.000000      0.824898      5.8829      210.75
     4      0.000000     -0.000000     -0.917971      6.0403      205.26
     5      0.000000      0.000000     -1.554687      7.9958      155.06
     6     -0.000000     -0.000000     -1.356092      9.1236      135.89
     7     -0.000000     -0.000000      0.158351      9.5898      129.29
     8      0.000000     -0.000000     -1.055035      9.7446      127.23
     9     -0.000000      0.000000     -0.344586     10.3149      120.20
    10      0.000000      0.000000     -2.866823     11.0847      111.85
    11      0.000000     -0.000000      0.648942     12.2461      101.24
    12      0.000000     -0.000000      1.773747     14.1028       87.91
    13      0.000000      0.000000      1.609856     14.1616       87.55
    14      0.000000      0.000000      2.624437     14.5559       85.18
    15      0.000000     -0.000000      1.544676     15.1417       81.88
    16      0.000000     -0.000000      0.591040     15.2066       81.53
    17     -0.000000     -0.000000      1.209517     15.3937       80.54
    18      0.000000      0.000000      0.138396     15.4437       80.28
    19     -0.000000     -0.000000     -0.931760     16.0367       77.31
    20      0.000000     -0.000000      1.156657     16.0419       77.29
    21      0.000000      0.000000      0.797671     17.3260       71.56
    22     -0.000000      0.000000      3.260543     17.6317       70.32
    23     -0.000000      0.000000      0.629375     18.3731       67.48
    24      0.000000      0.000000     -1.608471     18.4231       67.30
    25      0.000000      0.000000      1.385023     18.6960       66.32
    26     -0.000000     -0.000000      0.252056     18.6993       66.30
    27     -0.000000      0.000000      0.377301     18.7626       66.08
    28     -0.000000      0.000000      0.170629     19.2376       64.45
    29      0.000000     -0.000000      1.129006     19.3888       63.95
    30     -0.000000      0.000000      2.308629     19.4249       63.83
