0  -3113.2921717142626
1  -3108.0917717142624
2  -3107.0075717142627
3  -3106.2197717142626
4  -3106.080471714263
5  -3105.5113717142626
6  -3103.1511717142625
7  -3102.680971714263
8  -3101.7237717142625
9  -3101.6161717142627
10  -3101.2883717142627
11  -3101.1928717142628
12  -3100.237871714263
13  -3100.2372717142625
14  -3100.2260717142626
15  -3099.8459717142628
16  -3099.6560717142625
17  -3099.4294717142625
18  -3099.355671714263
19  -3099.3491717142624
20  -3099.3481717142627
21  -3098.764171714263
22  -3098.589471714263
23  -3098.3496717142625
24  -3097.9506717142626
25  -3097.7246717142625
26  -3097.7156717142625
27  -3097.556671714263
28  -3097.1028717142626
29  -3097.0954717142627
30  -3096.8062717142625
