 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -0.224357 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000      0.105692      5.5064      225.16
     2      0.000000     -0.000000      0.492299      5.9256      209.23
     3     -0.000000     -0.000000     -0.119534      6.7159      184.61
     4     -0.000000      0.000000     -0.509112      6.8532      180.91
     5     -0.000000     -0.000000     -0.947480      7.6104      162.91
     6      0.000000     -0.000000      0.897449      9.9319      124.83
     7     -0.000000      0.000000     -2.685615     10.2051      121.49
     8     -0.000000     -0.000000     -1.458499     11.1472      111.22
     9     -0.000000     -0.000000     -1.256457     11.2868      109.85
    10     -0.000000     -0.000000      0.521015     12.1316      102.20
    11      0.000000      0.000000     -2.744412     12.5340       98.92
    12     -0.000000     -0.000000      1.844035     13.1446       94.32
    13      0.000000     -0.000000      2.122888     13.6256       90.99
    14      0.000000     -0.000000      1.799266     14.3152       86.61
    15     -0.000000      0.000000      1.350433     14.3476       86.41
    16      0.000000     -0.000000      1.297990     14.4558       85.77
    17      0.000000      0.000000      1.737810     15.0237       82.53
    18     -0.000000     -0.000000      1.184442     15.0835       82.20
    19     -0.000000     -0.000000      0.712558     15.1888       81.63
    20     -0.000000      0.000000      0.644924     15.2221       81.45
    21     -0.000000      0.000000      0.708093     15.3441       80.80
    22     -0.000000     -0.000000      0.872089     15.3881       80.57
    23      0.000000     -0.000000      0.070208     15.7199       78.87
    24     -0.000000      0.000000      0.053440     15.7435       78.75
    25      0.000000     -0.000000      1.075421     15.8297       78.32
    26     -0.000000     -0.000000      0.232560     16.4357       75.44
    27     -0.000000      0.000000     -0.731858     16.5035       75.13
    28     -0.000000     -0.000000     -0.637142     16.5924       74.72
    29      0.000000     -0.000000      0.341924     16.7339       74.09
    30      0.000000      0.000000      2.612629     16.8207       73.71
