0  -3115.4032855966634
1  -3112.7139855966634
2  -3108.7040855966634
3  -3108.6732855966634
4  -3108.4828855966634
5  -3107.9414855966634
6  -3107.3650855966634
7  -3107.1582855966635
8  -3106.8209855966634
9  -3106.7188855966633
10  -3106.0449855966635
11  -3105.6037855966633
12  -3105.3640855966632
13  -3104.9576855966634
14  -3104.5422855966635
15  -3104.3447855966633
16  -3104.0084855966634
17  -3103.6842855966634
18  -3103.6629855966635
19  -3103.5014855966633
20  -3103.4024855966636
21  -3103.1954855966633
22  -3103.0658855966635
23  -3102.8665855966633
24  -3102.8074855966634
25  -3102.5450855966633
26  -3102.3688855966634
27  -3102.1701855966635
28  -3101.819785596663
29  -3101.7804855966633
30  -3101.531785596663
