0  -3087.6864840466965
1  -3082.5053840466967
2  -3082.2799840466964
3  -3081.6430840466965
4  -3081.4932840466963
5  -3079.8466840466963
6  -3078.3894840466965
7  -3078.0039840466966
8  -3077.6465840466963
9  -3077.1798840466963
10  -3076.2824840466965
11  -3075.4765840466966
12  -3073.4526840466965
13  -3073.4011840466965
14  -3073.1791840466963
15  -3072.5643840466964
16  -3072.4930840466964
17  -3072.3315840466967
18  -3072.2378840466963
19  -3071.6462840466966
20  -3071.6459840466964
21  -3070.7336840466965
22  -3070.0639840466965
23  -3070.0198840466965
24  -3069.4632840466966
25  -3069.4573840466965
26  -3069.2228840466964
27  -3069.0603840466965
28  -3069.0255840466966
29  -3068.9796840466965
30  -3068.9076840466964
