0  -3105.693189838734
1  -3100.135889838734
2  -3099.908889838734
3  -3099.112489838734
4  -3098.974889838734
5  -3098.0986898387337
6  -3095.8623898387336
7  -3095.621489838734
8  -3094.753689838734
9  -3094.558789838734
10  -3093.545789838734
11  -3093.3679898387336
12  -3092.1854898387337
13  -3091.8936898387337
14  -3091.1690898387337
15  -3091.167589838734
16  -3090.8079898387336
17  -3090.684689838734
18  -3090.217989838734
19  -3090.142389838734
20  -3089.979489838734
21  -3089.963689838734
22  -3089.8180898387336
23  -3089.749489838734
24  -3089.710489838734
25  -3089.391489838734
26  -3089.2976898387337
27  -3089.2816898387337
28  -3088.685189838734
29  -3088.5813898387337
30  -3088.4763898387337
