-1.060000000000000005e-02 2.399999999999999790e-03
-7.249999999999999500e-02 -1.000000000000000021e-03
8.500000000000000611e-03 5.000000000000000104e-03
5.999999999999999474e-04 -1.000000000000000048e-04
-5.999999999999999474e-04 4.000000000000000192e-04
-4.700000000000000011e-02 -1.000000000000000048e-04
-5.129999999999999838e-02 1.000000000000000021e-03
-5.140000000000000124e-02 1.000000000000000021e-03
-1.000000000000000021e-02 2.399999999999999790e-03
5.999999999999999474e-04 -1.000000000000000048e-04
-7.299999999999999545e-02 -8.999999999999999754e-04
-5.999999999999999474e-04 4.000000000000000192e-04
-3.109000000000000097e-01 6.719999999999999585e-02
-7.300000000000000065e-03 2.369999999999999885e-02
-3.779000000000000137e-01 9.020000000000000240e-01
