-4.959999999999999826e-02 7.400000000000000328e-03
5.800000000000000294e-02 1.549999999999999989e-02
-1.350999999999999979e-01 8.999999999999999754e-04
-3.099999999999999891e-03 2.999999999999999737e-04
-1.199999999999999895e-03 2.999999999999999737e-04
-7.879999999999999505e-02 1.930000000000000118e-02
-2.670000000000000151e-02 4.600000000000000200e-01
-2.670000000000000151e-02 4.600000000000000200e-01
-4.929999999999999660e-02 7.400000000000000328e-03
-3.099999999999999891e-03 2.999999999999999737e-04
5.759999999999999842e-02 1.559999999999999928e-02
-1.199999999999999895e-03 2.999999999999999737e-04
-3.800999999999999934e-01 2.000000000000000042e-03
6.199999999999999782e-03 1.000000000000000048e-04
-3.668000000000000149e-01 1.060000000000000005e-02
