-2.255999999999999950e-01 1.379999999999999977e-02
-2.190000000000000002e-01 5.599999999999999943e-03
-4.059999999999999720e-02 2.000000000000000042e-03
-1.000000000000000048e-04 1.299999999999999940e-03
-1.000000000000000048e-04 1.000000000000000048e-04
-1.500000000000000031e-03 2.380000000000000171e-02
-6.700000000000000226e-03 4.456999999999999851e-01
-6.700000000000000226e-03 4.455999999999999961e-01
-2.253999999999999893e-01 1.370000000000000037e-02
-1.000000000000000048e-04 1.299999999999999940e-03
-2.190999999999999892e-01 5.599999999999999943e-03
-1.000000000000000048e-04 1.000000000000000048e-04
-2.249999999999999917e-02 1.689999999999999836e-02
-1.299999999999999940e-03 2.599999999999999881e-03
-3.139999999999999736e-02 2.199999999999999872e-02
