-1.862000000000000044e-01 3.049999999999999933e-02
-1.849000000000000088e-01 2.900000000000000147e-02
-2.719999999999999848e-02 1.149999999999999981e-02
-0.000000000000000000e+00 2.999999999999999737e-04
-0.000000000000000000e+00 1.100000000000000066e-03
-6.519999999999999407e-02 3.500000000000000073e-03
-4.309999999999999942e-02 4.850000000000000144e-02
-4.299999999999999656e-02 4.880000000000000310e-02
-1.849000000000000088e-01 3.119999999999999857e-02
-0.000000000000000000e+00 2.999999999999999737e-04
-1.837000000000000022e-01 3.059999999999999873e-02
-0.000000000000000000e+00 1.199999999999999895e-03
-4.070000000000000007e-02 3.109999999999999917e-02
-1.100000000000000066e-03 2.139999999999999888e-02
-4.580000000000000043e-02 7.170999999999999597e-01
