-1.968000000000000027e-01 1.123999999999999999e-01
-2.299999999999999961e-02 1.071000000000000008e-01
-2.541999999999999815e-01 1.116999999999999937e-01
-1.000000000000000048e-04 6.079999999999999988e-02
-0.000000000000000000e+00 5.149999999999999717e-02
-2.939999999999999905e-02 3.200000000000000153e-03
-4.100000000000000172e-02 4.100000000000000172e-02
-4.100000000000000172e-02 4.139999999999999930e-02
-1.965999999999999970e-01 1.125000000000000028e-01
-1.000000000000000048e-04 6.090000000000000274e-02
-2.290000000000000022e-02 1.071000000000000008e-01
-0.000000000000000000e+00 5.140000000000000124e-02
-2.860000000000000042e-02 1.050999999999999990e-01
-2.040000000000000147e-02 1.000000000000000048e-04
-1.459999999999999909e-01 3.370000000000000079e-02
