-1.350999999999999979e-01 6.360000000000000375e-02
-1.170000000000000033e-02 1.073999999999999955e-01
-2.159000000000000086e-01 -3.420000000000000123e-02
-2.799999999999999972e-03 8.999999999999999320e-03
-1.000000000000000021e-03 1.269999999999999948e-02
-9.389999999999999736e-02 1.582000000000000073e-01
-1.066000000000000003e-01 1.872000000000000053e-01
-1.066000000000000003e-01 1.867999999999999938e-01
-1.348000000000000032e-01 6.339999999999999802e-02
-2.799999999999999972e-03 8.999999999999999320e-03
-1.149999999999999981e-02 1.072000000000000036e-01
-1.000000000000000021e-03 1.269999999999999948e-02
-2.970000000000000070e-02 4.529999999999999999e-02
-1.370000000000000037e-02 4.599999999999999922e-03
-1.370000000000000107e-01 7.099999999999999367e-02
