-2.146000000000000130e-01 9.979999999999999982e-02
-2.649999999999999925e-02 1.459999999999999909e-01
-2.487999999999999934e-01 7.380000000000000449e-02
-2.000000000000000096e-04 5.100000000000000366e-03
-1.000000000000000048e-04 2.829999999999999877e-02
-8.300000000000000086e-03 1.909999999999999892e-02
-3.540000000000000091e-02 1.799999999999999864e-02
-3.540000000000000091e-02 1.799999999999999864e-02
-2.144999999999999962e-01 9.979999999999999982e-02
-2.000000000000000096e-04 5.100000000000000366e-03
-2.639999999999999986e-02 1.461000000000000076e-01
-1.000000000000000048e-04 2.840000000000000163e-02
-2.620000000000000107e-02 1.945999999999999952e-01
-1.540000000000000049e-02 6.389999999999999847e-02
-1.481000000000000094e-01 5.390000000000000346e-02
