0  -3105.197501697322
1  -3099.635301697322
2  -3099.437301697322
3  -3098.639501697322
4  -3098.5018016973218
5  -3097.602601697322
6  -3095.385301697322
7  -3095.146601697322
8  -3094.293901697322
9  -3094.089101697322
10  -3093.047701697322
11  -3092.908201697322
12  -3091.632501697322
13  -3091.370301697322
14  -3090.642301697322
15  -3090.639001697322
16  -3090.336301697322
17  -3090.094001697322
18  -3089.683301697322
19  -3089.624801697322
20  -3089.450601697322
21  -3089.429201697322
22  -3089.218701697322
23  -3089.142201697322
24  -3089.1214016973217
25  -3088.823401697322
26  -3088.810101697322
27  -3088.796501697322
28  -3088.150001697322
29  -3087.9964016973217
30  -3087.894601697322
