 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.685525 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -1.212737      4.3789      283.14
     2     -0.000000      0.000000      0.168672      4.7706      259.89
     3     -0.000000     -0.000000      1.431457      5.4998      225.43
     4     -0.000000     -0.000000     -1.138903      5.7639      215.10
     5     -0.000000      0.000000     -1.585397      8.5381      145.21
     6      0.000000      0.000000     -0.684325      8.7456      141.77
     7     -0.000000      0.000000     -0.756060      8.8501      140.09
     8     -0.000000     -0.000000     -0.034004      9.4144      131.70
     9      0.000000      0.000000      0.293997      9.9473      124.64
    10     -0.000000      0.000000     -2.703405     10.1003      122.75
    11      0.000000      0.000000      0.982241     12.1971      101.65
    12     -0.000000      0.000000      1.224269     12.5878       98.50
    13     -0.000000      0.000000      2.354657     12.8256       96.67
    14     -0.000000      0.000000      1.355588     13.4965       91.86
    15      0.000000     -0.000000      1.588051     13.7935       89.89
    16      0.000000     -0.000000      3.213022     13.8008       89.84
    17      0.000000      0.000000     -1.543170     14.8670       83.40
    18     -0.000000      0.000000      0.241852     15.1703       81.73
    19     -0.000000     -0.000000      3.005139     15.8866       78.04
    20     -0.000000      0.000000     -0.824801     15.9378       77.79
    21     -0.000000     -0.000000      2.265139     15.9875       77.55
    22     -0.000000      0.000000      0.912019     16.5004       75.14
    23     -0.000000      0.000000      1.657007     16.7119       74.19
    24     -0.000000     -0.000000      1.037572     17.0200       72.85
    25      0.000000      0.000000      2.611817     17.9160       69.20
    26     -0.000000      0.000000     -0.088518     18.2939       67.77
    27     -0.000000      0.000000      0.186745     18.6050       66.64
    28      0.000000      0.000000      0.022014     18.9443       65.45
    29     -0.000000      0.000000     -1.322891     18.9665       65.37
    30      0.000000      0.000000     -0.061380     19.2626       64.37
