0  -3116.4748304462714
1  -3113.1065304462713
2  -3109.5319304462714
3  -3108.7999304462714
4  -3108.5105304462713
5  -3108.5067304462714
6  -3108.2798304462713
7  -3107.9832304462716
8  -3107.3510304462716
9  -3106.9065304462715
10  -3106.1956304462715
11  -3106.0807304462714
12  -3105.8974304462713
13  -3105.218430446271
14  -3105.0736304462716
15  -3104.935830446271
16  -3104.4882304462712
17  -3104.1768304462717
18  -3104.1159304462712
19  -3104.0244304462713
20  -3103.963930446271
21  -3103.7843304462713
22  -3103.4940304462716
23  -3103.4795304462714
24  -3103.350630446271
25  -3103.0353304462715
26  -3102.8253304462714
27  -3102.626030446271
28  -3102.4028304462713
29  -3102.2639304462714
30  -3101.8844304462714
