 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -1.679632 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000      0.813070      1.1762     1054.11
     2     -0.000000      0.000000     -0.289359      3.0906      401.17
     3     -0.000000      0.000000      0.020126      3.2683      379.35
     4     -0.000000      0.000000     -0.749734      3.5050      353.74
     5     -0.000000      0.000000     -0.864480      4.0448      306.53
     6     -0.000000      0.000000     -3.141013      6.8072      182.14
     7     -0.000000      0.000000      3.183736      6.8488      181.03
     8     -0.000000      0.000000      2.428509      7.2213      171.69
     9     -0.000000      0.000000      2.336119      7.9851      155.27
    10     -0.000000     -0.000000      1.532838      8.3535      148.42
    11     -0.000000     -0.000000      1.352902      8.4443      146.83
    12      0.000000      0.000000      2.153664      8.5542      144.94
    13      0.000000     -0.000000      0.815169      8.8177      140.61
    14     -0.000000     -0.000000      0.385481      8.8865      139.52
    15      0.000000      0.000000      1.656063      9.0262      137.36
    16     -0.000000     -0.000000      0.194716      9.5659      129.61
    17     -0.000000      0.000000     -3.828791      9.5840      129.37
    18      0.000000      0.000000      2.849219      9.9774      124.27
    19      0.000000      0.000000      1.868520     10.3098      120.26
    20     -0.000000      0.000000      1.001773     10.5171      117.89
    21     -0.000000     -0.000000      0.396777     10.5335      117.70
    22     -0.000000     -0.000000      0.615888     10.7194      115.66
    23      0.000000      0.000000      0.772029     11.0703      112.00
    24      0.000000     -0.000000     -3.098441     11.4357      108.42
    25      0.000000      0.000000      0.718394     11.7072      105.90
    26     -0.000000      0.000000     -1.631963     11.9702      103.58
    27      0.000000     -0.000000     -4.149920     12.0113      103.22
    28      0.000000      0.000000     -0.242463     12.1995      101.63
    29      0.000000      0.000000      0.302480     12.4884       99.28
    30     -0.000000     -0.000000     -1.166411     12.7821       97.00
