0  -3116.1535457457967
1  -3113.0310457457967
2  -3109.2000457457966
3  -3108.636545745797
4  -3108.5149457457965
5  -3108.5013457457967
6  -3108.150445745797
7  -3107.621045745797
8  -3107.3717457457965
9  -3106.9106457457965
10  -3106.120145745797
11  -3105.924745745797
12  -3105.872145745797
13  -3105.2059457457967
14  -3104.939345745797
15  -3104.6013457457966
16  -3104.3715457457965
17  -3103.997145745797
18  -3103.869645745797
19  -3103.8050457457966
20  -3103.800445745797
21  -3103.790545745797
22  -3103.701745745797
23  -3103.329845745797
24  -3102.9720457457965
25  -3102.902045745797
26  -3102.856845745797
27  -3102.401345745797
28  -3102.2239457457968
29  -3102.1753457457967
30  -3101.771445745797
