 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.370038 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.233027      2.4559      504.84
     2      0.000000      0.000000     -0.278727      6.1777      200.70
     3      0.000000      0.000000     -0.253759      6.3032      196.70
     4      0.000000     -0.000000      3.345880      6.8355      181.38
     5      0.000000      0.000000     -0.878593      7.2944      169.97
     6      0.000000      0.000000     -2.487191      7.9868      155.24
     7      0.000000     -0.000000      1.573519      8.0473      154.07
     8      0.000000     -0.000000      2.852204      8.3592      148.32
     9     -0.000000      0.000000      1.386059      8.5964      144.23
    10      0.000000      0.000000     -1.426019      8.9461      138.59
    11      0.000000     -0.000000      1.089239      9.5570      129.73
    12      0.000000     -0.000000      2.429145      9.7835      126.73
    13     -0.000000      0.000000      0.841288     10.1940      121.62
    14      0.000000      0.000000      0.419431     10.6176      116.77
    15      0.000000      0.000000      2.626148     10.6511      116.41
    16      0.000000      0.000000      0.082073     11.1719      110.98
    17      0.000000     -0.000000      2.022645     11.3156      109.57
    18      0.000000     -0.000000     -3.055751     11.6829      106.12
    19      0.000000     -0.000000      0.293551     11.7559      105.47
    20      0.000000     -0.000000      1.214170     11.8300      104.80
    21      0.000000      0.000000     -0.333116     12.0906      102.55
    22      0.000000      0.000000      0.978301     12.1126      102.36
    23      0.000000      0.000000      0.033739     12.2547      101.17
    24      0.000000      0.000000     -1.467663     12.3152      100.68
    25     -0.000000      0.000000      1.034453     12.3717      100.22
    26      0.000000      0.000000     -3.473934     12.8571       96.43
    27      0.000000      0.000000     -1.083410     13.2336       93.69
    28      0.000000     -0.000000     -3.772582     13.3295       93.01
    29      0.000000     -0.000000     -0.988455     13.5531       91.48
    30      0.000000     -0.000000      2.091264     13.7656       90.07
