0  0  -0.0  0.0 -0.777515
0  1  -0.0  0.0 -0.0
0  2  -0.0  0.5359154 -0.0
0  3  -0.0  0.3475768 -0.0
0  4  0.0  -0.0 -0.5364312
0  5  0.0  -0.0 0.0
0  6  0.0361353  0.0 0.0
0  7  -0.0  0.8271806 0.0
0  8  -0.0  0.0 0.4129744
0  9  -0.0  -0.054015 0.0
0  10  -0.0  -0.0 0.0
0  11  -0.3842071  0.0 -0.0
0  12  -0.0  -0.0 0.0
0  13  0.0  0.0 -0.5176856
0  14  0.3164192  0.0 -0.0
0  15  -0.0  0.0 -0.0
0  16  0.0  0.0 -0.2944099
0  17  -0.0  -0.0 1.0318111
0  18  0.0  -0.0 0.709345
0  19  -0.0  0.0 -0.3337104
0  20  -0.0  -0.3797554 -0.0
0  21  -0.0  -0.4415686 -0.0
0  22  0.0  -0.4649705 0.0
0  23  -0.2629033  0.0 -0.0
0  24  0.0  0.2457516 0.0
0  25  0.0278688  0.0 -0.0
0  26  -0.0  0.0 -0.1371027
0  27  0.0  0.0 -0.0
0  28  -0.6027683  -0.0 0.0
0  29  0.0  -0.2496147 0.0
0  30  -0.0  0.0 0.1323065
1  1  -0.0  -0.0 1.218759
1  2  -0.8550233  -0.0 -0.0
1  3  0.0074186  0.0 -0.0
1  4  0.0  0.0 0.0
1  5  0.0  -0.0 0.5079086
1  6  -0.0  -0.0606107 -0.0
1  7  0.6585388  0.0 0.0
1  8  -0.0  -0.0 -0.0
1  9  0.5070716  -0.0 -0.0
1  10  -0.0  0.0 1.2215456
1  11  -0.0  -0.0186682 0.0
1  12  -0.0  -0.0 -0.3618009
1  13  -0.0  -0.0 0.0
1  14  -0.0  -0.0450777 0.0
1  15  0.0  -0.0 -0.0255132
1  16  -0.0  -0.0 -0.0
1  17  0.0  0.0 -0.0
1  18  0.0  0.0 0.0
1  19  -0.0  -0.0 0.0
1  20  -0.0007927  0.0 -0.0
1  21  -0.1101533  -0.0 -0.0
1  22  0.2710825  0.0 0.0
1  23  -0.0  0.0725334 0.0
1  24  0.0231201  0.0 -0.0
1  25  -0.0  -0.3536012 -0.0
1  26  -0.0  -0.0 0.0
1  27  0.0  0.0 0.0311843
1  28  -0.0  -0.6989951 -0.0
1  29  -0.0216747  0.0 -0.0
1  30  0.0  -0.0 0.0
2  2  -0.0  -0.0 2.9931885
2  3  -0.0  -0.0 2.4714865
2  4  -0.0  -2.9333258 -0.0
2  5  -2.8224985  0.0 -0.0
2  6  0.0  0.0 -0.0
2  7  -0.0  0.0 -0.2669521
2  8  0.0  -0.1148349 0.0
2  9  0.0  0.0 -0.1189401
2  10  0.0647178  -0.0 0.0
2  11  0.0  0.0 -0.0
2  12  0.5113422  -0.0 0.0
2  13  0.0  -0.1551461 0.0
2  14  0.0  -0.0 -0.0
2  15  -0.0249865  0.0 -0.0
2  16  0.0  0.4629549 0.0
2  17  -0.0  0.0949391 -0.0
2  18  -0.0  -0.1373363 -0.0
2  19  0.0  0.0147287 0.0
2  20  -0.0  0.0 0.0647931
2  21  0.0  -0.0 1.109234
2  22  -0.0  0.0 0.7053308
2  23  0.0  -0.0 -0.0
2  24  -0.0  0.0 -0.0654854
2  25  0.0  -0.0 0.0
2  26  -0.0  0.1432141 0.0
2  27  -0.0215785  0.0 -0.0
2  28  0.0  0.0 0.0
2  29  0.0  0.0 -0.7205691
2  30  -0.0  0.1207161 -0.0
3  3  0.0  0.0 1.0046283
3  4  0.0  1.094523 0.0
3  5  0.9570483  -0.0 0.0
3  6  0.0  -0.0 -0.0
3  7  0.0  -0.0 -1.0269047
3  8  0.0  -0.9829824 0.0
3  9  0.0  -0.0 2.1008001
