 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.626846 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -1.074823      4.5035      275.31
     2      0.000000     -0.000000      0.233546      4.8777      254.19
     3     -0.000000     -0.000000      1.314782      5.5567      223.13
     4     -0.000000     -0.000000     -1.082177      5.7782      214.57
     5      0.000000     -0.000000     -1.639079      8.4198      147.25
     6     -0.000000     -0.000000     -0.929521      8.7902      141.05
     7     -0.000000     -0.000000     -0.820978      9.0389      137.17
     8      0.000000      0.000000      0.164123      9.4345      131.42
     9     -0.000000     -0.000000      0.223450      9.9639      124.43
    10      0.000000     -0.000000     -2.807857     10.2929      120.46
    11     -0.000000     -0.000000      0.764152     12.4291       99.75
    12     -0.000000      0.000000      1.254736     13.1492       94.29
    13      0.000000     -0.000000      2.302708     13.6894       90.57
    14     -0.000000     -0.000000      1.697095     13.7615       90.09
    15     -0.000000     -0.000000      1.273280     14.3704       86.28
    16     -0.000000     -0.000000      2.998381     14.5812       85.03
    17     -0.000000      0.000000     -1.109023     15.1742       81.71
    18      0.000000     -0.000000      0.402852     15.4172       80.42
    19     -0.000000     -0.000000     -0.706184     16.0957       77.03
    20      0.000000     -0.000000      1.955959     16.1301       76.87
    21     -0.000000     -0.000000      3.118056     16.7878       73.85
    22      0.000000     -0.000000      0.779538     17.2143       72.02
    23     -0.000000     -0.000000      1.478968     17.6177       70.37
    24     -0.000000      0.000000      0.902276     17.7544       69.83
    25     -0.000000     -0.000000      2.083557     18.6891       66.34
    26      0.000000     -0.000000      0.673451     18.7114       66.26
    27     -0.000000      0.000000      0.289328     19.0429       65.11
    28     -0.000000     -0.000000     -0.944579     19.0470       65.09
    29      0.000000     -0.000000     -0.717931     19.2668       64.35
    30     -0.000000     -0.000000     -0.364550     19.5469       63.43
