 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000   -1.651103 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.742482      1.2725      974.34
     2      0.000000      0.000000     -0.317714      3.3484      370.28
     3      0.000000      0.000000      0.077995      3.6579      338.95
     4      0.000000      0.000000     -0.671392      3.8088      325.52
     5      0.000000      0.000000     -0.836742      4.4377      279.39
     6      0.000000     -0.000000      3.034057      6.8752      180.34
     7      0.000000      0.000000     -3.101927      6.8887      179.98
     8     -0.000000     -0.000000      2.290695      7.3269      169.22
     9      0.000000     -0.000000      2.304778      7.9999      154.98
    10      0.000000      0.000000      1.476596      8.4410      146.88
    11      0.000000      0.000000      1.354595      8.4862      146.10
    12     -0.000000      0.000000      2.084340      8.5657      144.74
    13     -0.000000      0.000000      0.942283      8.9740      138.16
    14      0.000000      0.000000      0.392182      9.0038      137.70
    15     -0.000000     -0.000000      1.702407      9.1671      135.25
    16      0.000000      0.000000      0.120707      9.7321      127.40
    17      0.000000     -0.000000     -3.165505      9.8832      125.45
    18      0.000000     -0.000000      2.299997     10.0195      123.74
    19      0.000000     -0.000000      1.788959     10.4165      119.03
    20      0.000000      0.000000      1.016736     10.6610      116.30
    21      0.000000      0.000000      0.354074     10.6647      116.26
    22      0.000000      0.000000      0.562852     10.8194      114.59
    23     -0.000000      0.000000      0.810240     11.2111      110.59
    24      0.000000      0.000000     -3.109277     11.4702      108.09
    25     -0.000000     -0.000000      0.726181     11.9167      104.04
    26     -0.000000      0.000000     -1.625046     12.0091      103.24
    27      0.000000      0.000000     -4.146911     12.1215      102.28
    28      0.000000     -0.000000     -0.292346     12.2025      101.61
    29      0.000000     -0.000000      0.091932     12.6465       98.04
    30     -0.000000      0.000000     -0.977170     12.8617       96.40
