 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000   -1.743753 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000      0.991172      0.9921     1249.71
     2      0.000000     -0.000000     -0.098162      2.4654      502.90
     3     -0.000000     -0.000000     -0.191846      2.5632      483.71
     4      0.000000     -0.000000     -0.959007      2.7390      452.66
     5     -0.000000     -0.000000     -0.844603      3.3700      367.91
     6     -0.000000     -0.000000     -3.204797      6.6465      186.54
     7      0.000000     -0.000000      3.486549      6.7874      182.67
     8      0.000000     -0.000000      2.716393      7.0105      176.86
     9     -0.000000      0.000000      2.144022      7.9310      156.33
    10     -0.000000     -0.000000      1.682367      8.1797      151.58
    11      0.000000     -0.000000      1.361331      8.3711      148.11
    12     -0.000000     -0.000000      0.599043      8.3873      147.82
    13     -0.000000     -0.000000      2.298126      8.5253      145.43
    14      0.000000     -0.000000      0.415798      8.6693      143.02
    15     -0.000000      0.000000      1.659488      8.7900      141.05
    16      0.000000     -0.000000     -4.262264      8.9731      138.17
    17      0.000000     -0.000000      0.437846      9.1983      134.79
    18     -0.000000      0.000000      3.079045      9.9014      125.22
    19     -0.000000      0.000000      2.056051     10.0978      122.78
    20     -0.000000     -0.000000      0.930471     10.1947      121.62
    21      0.000000     -0.000000      0.518081     10.2705      120.72
    22      0.000000     -0.000000      0.720455     10.5044      118.03
    23     -0.000000     -0.000000      0.668873     10.7530      115.30
    24     -0.000000      0.000000      0.727504     11.2588      110.12
    25      0.000000     -0.000000     -3.070636     11.3532      109.21
    26      0.000000     -0.000000     -4.127838     11.7798      105.25
    27      0.000000     -0.000000     -1.652976     11.8830      104.34
    28      0.000000      0.000000      0.546075     12.1247      102.26
    29     -0.000000     -0.000000     -0.213455     12.1933      101.68
    30     -0.000000     -0.000000     -0.198893     12.5033       99.16
