# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.001513 -0.000043 0.000070 -0.000053 -0.001487
0.020000 -0.006052 -0.000174 0.000280 -0.000213 -0.005945
0.030000 -0.013616 -0.000393 0.000629 -0.000479 -0.013373
0.040000 -0.024201 -0.000704 0.001118 -0.000851 -0.023765
0.050000 -0.037805 -0.001108 0.001745 -0.001327 -0.037114
0.060000 -0.054422 -0.001612 0.002510 -0.001907 -0.053412
0.070000 -0.074047 -0.002219 0.003411 -0.002590 -0.072649
0.080000 -0.096673 -0.002936 0.004448 -0.003373 -0.094812
0.090000 -0.122294 -0.003770 0.005619 -0.004255 -0.119886
0.100000 -0.150899 -0.004729 0.006922 -0.005235 -0.147857
0.110000 -0.182480 -0.005822 0.008356 -0.006309 -0.178705
0.120000 -0.217026 -0.007057 0.009919 -0.007475 -0.212413
0.130000 -0.254526 -0.008446 0.011608 -0.008730 -0.248958
0.140000 -0.294967 -0.009999 0.013422 -0.010072 -0.288319
0.150000 -0.338337 -0.011727 0.015357 -0.011496 -0.330471
0.160000 -0.384621 -0.013645 0.017412 -0.013000 -0.375388
0.170000 -0.433804 -0.015763 0.019584 -0.014579 -0.423045
0.180000 -0.485871 -0.018097 0.021869 -0.016230 -0.473413
0.190000 -0.540804 -0.020660 0.024265 -0.017948 -0.526462
0.200000 -0.598588 -0.023466 0.026767 -0.019728 -0.582161
0.210000 -0.659203 -0.026532 0.029373 -0.021565 -0.640479
0.220000 -0.722631 -0.029873 0.032080 -0.023455 -0.701383
0.230000 -0.788853 -0.033505 0.034882 -0.025392 -0.764839
0.240000 -0.857848 -0.037445 0.037777 -0.027370 -0.830811
0.250000 -0.929596 -0.041709 0.040761 -0.029383 -0.899264
0.260000 -1.004074 -0.046316 0.043829 -0.031425 -0.970162
0.270000 -1.081261 -0.051282 0.046976 -0.033489 -1.043467
0.280000 -1.161134 -0.056626 0.050200 -0.035569 -1.119140
0.290000 -1.243671 -0.062365 0.053494 -0.037657 -1.197142
0.300000 -1.328847 -0.068519 0.056853 -0.039747 -1.277435
0.310000 -1.416637 -0.075105 0.060275 -0.041830 -1.359977
0.320000 -1.507018 -0.082143 0.063752 -0.043899 -1.444728
0.330000 -1.599963 -0.089651 0.067280 -0.045945 -1.531646
0.340000 -1.695448 -0.097649 0.070854 -0.047962 -1.620691
0.350000 -1.793445 -0.106156 0.074468 -0.049939 -1.711818
0.360000 -1.893929 -0.115191 0.078118 -0.051868 -1.804987
0.370000 -1.996872 -0.124774 0.081797 -0.053741 -1.900154
0.380000 -2.102247 -0.134923 0.085499 -0.055548 -1.997275
0.390000 -2.210025 -0.145660 0.089220 -0.057279 -2.096306
0.400000 -2.320180 -0.157003 0.092953 -0.058925 -2.197205
