# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.019195 -0.007810 -0.004195 0.023997 -0.031187
0.020000 -0.076704 -0.031259 -0.016805 0.095921 -0.124561
0.030000 -0.172294 -0.070399 -0.037909 0.215574 -0.279559
0.040000 -0.305581 -0.125319 -0.067637 0.382629 -0.495255
0.050000 -0.476032 -0.196136 -0.106171 0.596646 -0.770370
0.060000 -0.682970 -0.282999 -0.153743 0.857071 -1.103298
0.070000 -0.925579 -0.386078 -0.210640 1.163261 -1.492122
0.080000 -1.202914 -0.505563 -0.277196 1.514496 -1.934651
0.090000 -1.513905 -0.641657 -0.353797 1.909994 -2.428446
0.100000 -1.857368 -0.794568 -0.440875 2.348932 -2.970857
0.110000 -2.232016 -0.964508 -0.538910 2.830462 -3.559060
0.120000 -2.636467 -1.151678 -0.648420 3.353723 -4.190092
0.130000 -3.069259 -1.356265 -0.769963 3.917858 -4.860889
0.140000 -3.528856 -1.578433 -0.904121 4.522016 -5.568318
0.150000 -4.013664 -1.818313 -1.051495 5.165357 -6.309214
0.160000 -4.522045 -2.075996 -1.212690 5.847045 -7.080402
0.170000 -5.052322 -2.351527 -1.388301 6.566233 -7.878727
0.180000 -5.602797 -2.644891 -1.578890 7.322052 -8.701067
0.190000 -6.171760 -2.956011 -1.784971 8.113570 -9.544348
0.200000 -6.757504 -3.284743 -2.006981 8.939770 -10.405550
0.210000 -7.358330 -3.630866 -2.245259 9.799501 -11.281706
0.220000 -7.972560 -3.994085 -2.500016 10.691438 -12.169896
0.230000 -8.598546 -4.374025 -2.771312 11.614031 -13.067239
0.240000 -9.234678 -4.770234 -3.059025 12.565452 -13.970870
0.250000 -9.879389 -5.182181 -3.362828 13.543544 -14.877924
0.260000 -10.531166 -5.609269 -3.682159 14.545770 -15.785508
0.270000 -11.188546 -6.050833 -4.016199 15.569158 -16.690672
0.280000 -11.850130 -6.506151 -4.363853 16.610254 -17.590381
0.290000 -12.514574 -6.974455 -4.723727 17.665084 -18.481476
0.300000 -13.180601 -7.454942 -5.094121 18.729111 -19.360649
0.310000 -13.846991 -7.946784 -5.473019 19.797216 -20.224403
0.320000 -14.512585 -8.449145 -5.858091 20.863679 -21.069029
0.330000 -15.176281 -8.961193 -6.246698 21.922185 -21.890575
0.340000 -15.837029 -9.482116 -6.635917 22.965837 -22.684833
0.350000 -16.493826 -10.011134 -7.022560 23.987191 -23.447324
0.360000 -17.145713 -10.547516 -7.403216 24.978313 -24.173294
0.370000 -17.791760 -11.090588 -7.774296 25.930847 -24.857723
0.380000 -18.431070 -11.639752 -8.132092 26.836114 -25.495340
0.390000 -19.062762 -12.194487 -8.472836 27.685220 -26.080659
0.400000 -19.685966 -12.754362 -8.792775 28.469191 -26.608021
