# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.010471 -0.002294 -0.000236 0.005056 -0.012997
0.020000 -0.041861 -0.009189 -0.000948 0.020213 -0.051937
0.030000 -0.094101 -0.020721 -0.002152 0.045437 -0.116666
0.040000 -0.167078 -0.036951 -0.003873 0.080675 -0.206929
0.050000 -0.260632 -0.057963 -0.006147 0.125852 -0.322374
0.060000 -0.374562 -0.083863 -0.009018 0.180874 -0.462555
0.070000 -0.508622 -0.114778 -0.012541 0.245629 -0.626931
0.080000 -0.662526 -0.150857 -0.016781 0.319991 -0.814880
0.090000 -0.835949 -0.192262 -0.021811 0.403822 -1.025697
0.100000 -1.028526 -0.239177 -0.027713 0.496970 -1.258605
0.110000 -1.239858 -0.291797 -0.034579 0.599278 -1.512760
0.120000 -1.469511 -0.350329 -0.042506 0.710583 -1.787258
0.130000 -1.717020 -0.414992 -0.051602 0.830717 -2.081143
0.140000 -1.981890 -0.486010 -0.061981 0.959516 -2.393415
0.150000 -2.263601 -0.563615 -0.073763 1.096814 -2.723037
0.160000 -2.561606 -0.648041 -0.087075 1.242454 -3.068944
0.170000 -2.875338 -0.739524 -0.102048 1.396282 -3.430048
0.180000 -3.204209 -0.838295 -0.118820 1.558153 -3.805247
0.190000 -3.547616 -0.944587 -0.137527 1.727930 -4.193433
0.200000 -3.904941 -1.058622 -0.158314 1.905487 -4.593493
0.210000 -4.275555 -1.180617 -0.181320 2.090704 -5.004322
0.220000 -4.658816 -1.310779 -0.206689 2.283472 -5.424820
0.230000 -5.054081 -1.449304 -0.234559 2.483686 -5.853904
0.240000 -5.460696 -1.596374 -0.265064 2.691247 -6.290504
0.250000 -5.878009 -1.752158 -0.298333 2.906055 -6.733573
0.260000 -6.305365 -1.916809 -0.334485 3.128009 -7.182081
0.270000 -6.742112 -2.090462 -0.373628 3.357001 -7.635022
0.280000 -7.187597 -2.273237 -0.415855 3.592908 -8.091413
0.290000 -7.641177 -2.465235 -0.461241 3.835589 -8.550291
0.300000 -8.102212 -2.666537 -0.509843 4.084878 -9.010711
0.310000 -8.570071 -2.877206 -0.561690 4.340573 -9.471747
0.320000 -9.044130 -3.097288 -0.616786 4.602432 -9.932488
0.330000 -9.523777 -3.326808 -0.675103 4.870163 -10.392029
0.340000 -10.008410 -3.565774 -0.736577 5.143414 -10.849472
0.350000 -10.497437 -3.814177 -0.801106 5.421766 -11.303920
0.360000 -10.990280 -4.071990 -0.868545 5.704721 -11.754467
0.370000 -11.486373 -4.339172 -0.938706 5.991700 -12.200196
0.380000 -11.985162 -4.615669 -1.011349 6.282027 -12.640171
0.390000 -12.486106 -4.901414 -1.086189 6.574927 -13.073430
0.400000 -12.988677 -5.196331 -1.162886 6.869520 -13.498979
