# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.020528 -0.008357 -0.003818 0.024334 -0.032687
0.020000 -0.082016 -0.033453 -0.015314 0.097281 -0.130530
0.030000 -0.184182 -0.075354 -0.034621 0.218678 -0.292885
0.040000 -0.326559 -0.134172 -0.061957 0.388264 -0.518694
0.050000 -0.508500 -0.210057 -0.097631 0.605700 -0.806512
0.060000 -0.729189 -0.303191 -0.142037 0.870583 -1.154543
0.070000 -0.987649 -0.413784 -0.195660 1.182471 -1.560677
0.080000 -1.282756 -0.542065 -0.259068 1.540910 -2.022534
0.090000 -1.613247 -0.688273 -0.332913 1.945450 -2.537511
0.100000 -1.977735 -0.852651 -0.417926 2.395666 -3.102824
0.110000 -2.374728 -1.035435 -0.514911 2.891170 -3.715552
0.120000 -2.802633 -1.236847 -0.624736 3.431626 -4.372676
0.130000 -3.259779 -1.457086 -0.748326 4.016753 -5.071120
0.140000 -3.744426 -1.696320 -0.886655 4.646329 -5.807779
0.150000 -4.254777 -1.954679 -1.040732 5.320194 -6.579560
0.160000 -4.788998 -2.232245 -1.211588 6.038243 -7.383408
0.170000 -5.345225 -2.529045 -1.400258 6.800412 -8.216333
0.180000 -5.921578 -2.845037 -1.607758 7.606656 -9.075440
0.190000 -6.516180 -3.180100 -1.835053 8.456909 -9.957935
0.200000 -7.127166 -3.534027 -2.083024 9.351028 -10.861143
0.210000 -7.752699 -3.906510 -2.352425 10.288733 -11.782496
0.220000 -8.390981 -4.297136 -2.643840 11.269523 -12.719527
0.230000 -9.040266 -4.705381 -2.957640 12.292600 -13.669846
0.240000 -9.698875 -5.130612 -3.293936 13.356789 -14.631115
0.250000 -10.365197 -5.572088 -3.652545 14.460454 -15.601019
0.260000 -11.037707 -6.028966 -4.032947 15.601437 -16.577230
0.270000 -11.714965 -6.500315 -4.434256 16.776986 -17.557381
0.280000 -12.395628 -6.985117 -4.855188 17.983698 -18.539022
0.290000 -13.078448 -7.482289 -5.294028 19.217454 -19.519585
0.300000 -13.762277 -7.990693 -5.748612 20.473365 -20.496336
0.310000 -14.446070 -8.509152 -6.216298 21.745705 -21.466325
0.320000 -15.128878 -9.036466 -6.693952 23.027858 -22.426318
0.330000 -15.809850 -9.571441 -7.177942 24.312269 -23.372737
0.340000 -16.488227 -10.112905 -7.664145 25.590413 -24.301590
0.350000 -17.163329 -10.659743 -8.147976 26.852794 -25.208404
0.360000 -17.834550 -11.210923 -8.624431 28.088981 -26.088177
0.370000 -18.501341 -11.765535 -9.088156 29.287687 -26.935338
0.380000 -19.163197 -12.322815 -9.533542 30.436904 -27.743745
0.390000 -19.819635 -12.882178 -9.954831 31.524074 -28.506701
0.400000 -20.470183 -13.443241 -10.346242 32.536314 -29.217014
