# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.012408 -0.003234 -0.000609 0.007681 -0.016246
0.020000 -0.049599 -0.012950 -0.002446 0.030706 -0.064909
0.030000 -0.111477 -0.029194 -0.005532 0.069021 -0.145772
0.040000 -0.197883 -0.052039 -0.009910 0.122538 -0.258473
0.050000 -0.308597 -0.081587 -0.015634 0.191135 -0.402511
0.060000 -0.443334 -0.117967 -0.022774 0.274661 -0.577253
0.070000 -0.601755 -0.161334 -0.031419 0.372935 -0.781937
0.080000 -0.783460 -0.211862 -0.041670 0.485756 -1.015685
0.090000 -0.987998 -0.269750 -0.053642 0.612900 -1.277506
0.100000 -1.214865 -0.335215 -0.067466 0.754130 -1.566314
0.110000 -1.463506 -0.408485 -0.083287 0.909195 -1.880929
0.120000 -1.733324 -0.489804 -0.101262 1.077841 -2.220099
0.130000 -2.023679 -0.579425 -0.121562 1.259811 -2.582503
0.140000 -2.333891 -0.677606 -0.144367 1.454850 -2.966768
0.150000 -2.663248 -0.784607 -0.169872 1.662710 -3.371480
0.160000 -3.011005 -0.900690 -0.198276 1.883152 -3.795191
0.170000 -3.376390 -1.026110 -0.229790 2.115947 -4.236436
0.180000 -3.758610 -1.161119 -0.264629 2.360880 -4.693742
0.190000 -4.156850 -1.305956 -0.303011 2.617751 -5.165634
0.200000 -4.570281 -1.460848 -0.345157 2.886369 -5.650645
0.210000 -4.998060 -1.626005 -0.391286 3.166556 -6.147325
0.220000 -5.439338 -1.801622 -0.441611 3.458138 -6.654244
0.230000 -5.893261 -1.987870 -0.496336 3.760945 -7.169999
0.240000 -6.358970 -2.184901 -0.555653 4.074800 -7.693216
0.250000 -6.835612 -2.392839 -0.619738 4.399516 -8.222551
0.260000 -7.322334 -2.611785 -0.688741 4.734882 -8.756691
0.270000 -7.818294 -2.841813 -0.762787 5.080659 -9.294353
0.280000 -8.322654 -3.082967 -0.841965 5.436561 -9.834283
0.290000 -8.834593 -3.335265 -0.926327 5.802245 -10.375247
0.300000 -9.353300 -3.598697 -1.015875 6.177300 -10.916028
0.310000 -9.877981 -3.873224 -1.110561 6.561227 -11.455423
0.320000 -10.407858 -4.158781 -1.210275 6.953428 -11.992230
0.330000 -10.942170 -4.455277 -1.314845 7.353191 -12.525239
0.340000 -11.480177 -4.762597 -1.424025 7.759670 -13.053225
0.350000 -12.021155 -5.080602 -1.537493 8.171879 -13.574940
0.360000 -12.564403 -5.409136 -1.654845 8.588671 -14.089093
0.370000 -13.109237 -5.748027 -1.775594 9.008734 -14.594351
0.380000 -13.654994 -6.097086 -1.899168 9.430579 -15.089319
0.390000 -14.201028 -6.456120 -2.024907 9.852535 -15.572537
0.400000 -14.746713 -6.824926 -2.152066 10.272746 -16.042466
