# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.004939 -0.000469 0.000205 0.000526 -0.005202
0.020000 -0.019753 -0.001880 0.000821 0.002106 -0.020798
0.030000 -0.044423 -0.004247 0.001841 0.004739 -0.046756
0.040000 -0.078924 -0.007590 0.003260 0.008429 -0.083024
0.050000 -0.123218 -0.011939 0.005070 0.013179 -0.129529
0.060000 -0.177258 -0.017331 0.007257 0.018994 -0.186178
0.070000 -0.240984 -0.023811 0.009807 0.025879 -0.252859
0.080000 -0.314330 -0.031433 0.012704 0.033842 -0.329444
0.090000 -0.397218 -0.040254 0.015928 0.042892 -0.415785
0.100000 -0.489561 -0.050340 0.019457 0.053040 -0.511719
0.110000 -0.591264 -0.061764 0.023267 0.064301 -0.617068
0.120000 -0.702223 -0.074601 0.027331 0.076688 -0.731642
0.130000 -0.822325 -0.088933 0.031620 0.090222 -0.855234
0.140000 -0.951450 -0.104846 0.036103 0.104924 -0.987631
0.150000 -1.089472 -0.122431 0.040746 0.120817 -1.128604
0.160000 -1.236257 -0.141780 0.045513 0.137929 -1.277920
0.170000 -1.391663 -0.162989 0.050368 0.156291 -1.435334
0.180000 -1.555545 -0.186157 0.055271 0.175937 -1.600595
0.190000 -1.727751 -0.211385 0.060179 0.196903 -1.773447
0.200000 -1.908123 -0.238775 0.065050 0.219230 -1.953627
0.210000 -2.096498 -0.268431 0.069839 0.242962 -2.140868
0.220000 -2.292712 -0.300457 0.074498 0.268147 -2.334900
0.230000 -2.496591 -0.334959 0.078980 0.294835 -2.535448
0.240000 -2.707962 -0.372041 0.083236 0.323078 -2.742235
0.250000 -2.926647 -0.411808 0.087213 0.352933 -2.954984
0.260000 -3.152464 -0.454367 0.090860 0.384458 -3.173416
0.270000 -3.385229 -0.499821 0.094124 0.417716 -3.397249
0.280000 -3.624756 -0.548273 0.096952 0.452769 -3.626204
0.290000 -3.870854 -0.599824 0.099287 0.489682 -3.859999
0.300000 -4.123334 -0.654575 0.101076 0.528522 -4.098357
0.310000 -4.382003 -0.712625 0.102263 0.569355 -4.340996
0.320000 -4.646665 -0.774067 0.102793 0.612251 -4.587642
0.330000 -4.917127 -0.838997 0.102612 0.657276 -4.838018
0.340000 -5.193191 -0.907503 0.101666 0.704497 -5.091851
0.350000 -5.474662 -0.979672 0.099902 0.753980 -5.348872
0.360000 -5.761341 -1.055588 0.097269 0.805789 -5.608811
0.370000 -6.053031 -1.135328 0.093719 0.859982 -5.871405
0.380000 -6.349536 -1.218966 0.089204 0.916618 -6.136391
0.390000 -6.650659 -1.306574 0.083681 0.975747 -6.403513
0.400000 -6.956203 -1.398213 0.077110 1.037414 -6.672514
