# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.005353 -0.000591 0.000093 0.000994 -0.005849
0.020000 -0.021405 -0.002368 0.000372 0.003976 -0.023385
0.030000 -0.048139 -0.005345 0.000833 0.008939 -0.052567
0.040000 -0.085522 -0.009544 0.001473 0.015878 -0.093330
0.050000 -0.133513 -0.014996 0.002285 0.024782 -0.145583
0.060000 -0.192056 -0.021742 0.003261 0.035637 -0.209211
0.070000 -0.261084 -0.029830 0.004391 0.048428 -0.284073
0.080000 -0.340518 -0.039315 0.005664 0.063136 -0.370004
0.090000 -0.430270 -0.050261 0.007068 0.079742 -0.466820
0.100000 -0.530238 -0.062740 0.008588 0.098223 -0.574310
0.110000 -0.640311 -0.076828 0.010208 0.118554 -0.692245
0.120000 -0.760366 -0.092611 0.011912 0.140711 -0.820378
0.130000 -0.890273 -0.110176 0.013680 0.164665 -0.958441
0.140000 -1.029889 -0.129621 0.015494 0.190390 -1.106152
0.150000 -1.179066 -0.151042 0.017332 0.217856 -1.263211
0.160000 -1.337644 -0.174545 0.019174 0.247034 -1.429306
0.170000 -1.505457 -0.200236 0.020996 0.277895 -1.604112
0.180000 -1.682329 -0.228224 0.022777 0.310409 -1.787291
0.190000 -1.868081 -0.258621 0.024491 0.344548 -1.978499
0.200000 -2.062523 -0.291542 0.026117 0.380282 -2.177381
0.210000 -2.265463 -0.327099 0.027628 0.417584 -2.383576
0.220000 -2.476701 -0.365410 0.029001 0.456425 -2.596717
0.230000 -2.696031 -0.406587 0.030211 0.496779 -2.816435
0.240000 -2.923247 -0.450746 0.031234 0.538620 -3.042355
0.250000 -3.158134 -0.498001 0.032045 0.581923 -3.274102
0.260000 -3.400477 -0.548462 0.032622 0.626663 -3.511300
0.270000 -3.650056 -0.602239 0.032941 0.672817 -3.753574
0.280000 -3.906649 -0.659440 0.032980 0.720360 -4.000549
0.290000 -4.170033 -0.720170 0.032719 0.769270 -4.251852
0.300000 -4.439983 -0.784529 0.032139 0.819523 -4.507115
0.310000 -4.716271 -0.852616 0.031221 0.871094 -4.765971
0.320000 -4.998671 -0.924525 0.029950 0.923960 -5.028056
0.330000 -5.286955 -1.000347 0.028312 0.978094 -5.293014
0.340000 -5.580895 -1.080168 0.026296 1.033467 -5.560490
0.350000 -5.880263 -1.164069 0.023893 1.090049 -5.830136
0.360000 -6.184832 -1.252129 0.021099 1.147805 -6.101607
0.370000 -6.494377 -1.344421 0.017911 1.206697 -6.374564
0.380000 -6.808672 -1.441014 0.014331 1.266683 -6.648672
0.390000 -7.127495 -1.541971 0.010366 1.327712 -6.923603
0.400000 -7.450624 -1.647353 0.006028 1.389730 -7.199028
