# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.016435 -0.005331 -0.001275 0.013202 -0.023031
0.020000 -0.065681 -0.021347 -0.005124 0.052784 -0.091994
0.030000 -0.147559 -0.048117 -0.011624 0.118679 -0.206497
0.040000 -0.261775 -0.085752 -0.020899 0.210778 -0.365901
0.050000 -0.407917 -0.134406 -0.033125 0.328941 -0.569326
0.060000 -0.585469 -0.194269 -0.048529 0.473004 -0.815674
0.070000 -0.793808 -0.265564 -0.067385 0.642789 -1.103647
0.080000 -1.032215 -0.348543 -0.090020 0.838120 -1.431771
0.090000 -1.299879 -0.443480 -0.116805 1.058828 -1.798422
0.100000 -1.595907 -0.550666 -0.148159 1.304765 -2.201847
0.110000 -1.919329 -0.670404 -0.184548 1.575815 -2.640193
0.120000 -2.269109 -0.803001 -0.226476 1.871893 -3.111525
0.130000 -2.644147 -0.948765 -0.274488 2.192959 -3.613853
0.140000 -3.043294 -1.107999 -0.329164 2.539016 -4.145146
0.150000 -3.465353 -1.280993 -0.391114 2.910111 -4.703357
0.160000 -3.909091 -1.468021 -0.460973 3.306338 -5.286434
0.170000 -4.373243 -1.669336 -0.539395 3.727831 -5.892342
0.180000 -4.856524 -1.885161 -0.627046 4.174756 -6.519072
0.190000 -5.357628 -2.115682 -0.724593 4.647303 -7.164656
0.200000 -5.875244 -2.361049 -0.832691 5.145672 -7.827177
0.210000 -6.408059 -2.621357 -0.951970 5.670044 -8.504775
0.220000 -6.954763 -2.896651 -1.083024 6.220568 -9.195655
0.230000 -7.514061 -3.186915 -1.226385 6.797320 -9.898082
0.240000 -8.084675 -3.492066 -1.382509 7.400282 -10.610382
0.250000 -8.665355 -3.811953 -1.551758 8.029298 -11.330942
0.260000 -9.254881 -4.146355 -1.734377 8.684040 -12.058190
0.270000 -9.852071 -4.494978 -1.930472 9.363974 -12.790596
0.280000 -10.455784 -4.857455 -2.139994 10.068319 -13.526653
0.290000 -11.064928 -5.233354 -2.362716 10.796007 -14.264865
0.300000 -11.678461 -5.622170 -2.598215 11.545649 -15.003725
0.310000 -12.295395 -6.023341 -2.845849 12.315492 -15.741697
0.320000 -12.914799 -6.436248 -3.104745 13.103380 -16.477187
0.330000 -13.535801 -6.860220 -3.373781 13.906723 -17.208523
0.340000 -14.157588 -7.294554 -3.651573 14.722455 -17.933916
0.350000 -14.779405 -7.738513 -3.936470 15.547012 -18.651435
0.360000 -15.400557 -8.191350 -4.226548 16.376307 -19.358966
0.370000 -16.020402 -8.652319 -4.519620 17.205721 -20.054184
0.380000 -16.638349 -9.120692 -4.813243 18.030107 -20.734522
0.390000 -17.253856 -9.595775 -5.104744 18.843806 -21.397143
0.400000 -17.866417 -10.076934 -5.391242 19.640684 -22.038924
