# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.010552 -0.002175 0.000091 0.004164 -0.012632
0.020000 -0.042182 -0.008714 0.000354 0.016654 -0.050477
0.030000 -0.094819 -0.019659 0.000765 0.037458 -0.113383
0.040000 -0.168340 -0.035081 0.001284 0.066561 -0.201103
0.050000 -0.262578 -0.055078 0.001851 0.103943 -0.313294
0.060000 -0.377319 -0.079773 0.002394 0.149581 -0.449522
0.070000 -0.512306 -0.109309 0.002822 0.203453 -0.609271
0.080000 -0.667238 -0.143856 0.003029 0.265542 -0.791952
0.090000 -0.841777 -0.183600 0.002894 0.335832 -0.996904
0.100000 -1.035545 -0.228744 0.002281 0.414322 -1.223404
0.110000 -1.248132 -0.279503 0.001037 0.501016 -1.470680
0.120000 -1.479091 -0.336110 -0.001005 0.595935 -1.737911
0.130000 -1.727950 -0.398802 -0.004023 0.699115 -2.024240
0.140000 -1.994206 -0.467824 -0.008211 0.810608 -2.328779
0.150000 -2.277335 -0.543429 -0.013776 0.930484 -2.650614
0.160000 -2.576786 -0.625869 -0.020933 1.058832 -2.988815
0.170000 -2.891992 -0.715399 -0.029913 1.195757 -3.342437
0.180000 -3.222367 -0.812270 -0.040951 1.341385 -3.710530
0.190000 -3.567309 -0.916734 -0.054295 1.495858 -4.092138
0.200000 -3.926204 -1.029030 -0.070197 1.659332 -4.486309
0.210000 -4.298427 -1.149397 -0.088914 1.831978 -4.892094
0.220000 -4.683345 -1.278057 -0.110707 2.013976 -5.308557
0.230000 -5.080316 -1.415224 -0.135838 2.205514 -5.734769
0.240000 -5.488696 -1.561095 -0.164564 2.406781 -6.169818
0.250000 -5.907838 -1.715852 -0.197141 2.617966 -6.612812
0.260000 -6.337093 -1.879655 -0.233812 2.839246 -7.062873
0.270000 -6.775815 -2.052645 -0.274810 3.070788 -7.519149
0.280000 -7.223362 -2.234940 -0.320350 3.312731 -7.980805
0.290000 -7.679095 -2.426630 -0.370625 3.565189 -8.447030
0.300000 -8.142386 -2.627781 -0.425803 3.828234 -8.917036
0.310000 -8.612613 -2.838429 -0.486019 4.101887 -9.390051
0.320000 -9.089167 -3.058582 -0.551370 4.386113 -9.865327
0.330000 -9.571450 -3.288216 -0.621911 4.680806 -10.342129
0.340000 -10.058881 -3.527277 -0.697647 4.985776 -10.819732
0.350000 -10.550893 -3.775681 -0.778526 5.300740 -11.297425
0.360000 -11.046936 -4.033313 -0.864436 5.625309 -11.774496
0.370000 -11.546479 -4.300029 -0.955197 5.958978 -12.250230
0.380000 -12.049011 -4.575657 -1.050557 6.301107 -12.723903
0.390000 -12.554040 -4.860000 -1.150185 6.650918 -13.194773
0.400000 -13.061095 -5.152837 -1.253670 7.007481 -13.662068
