# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.017695 -0.006627 -0.002978 0.019200 -0.027290
0.020000 -0.070716 -0.026527 -0.011934 0.076747 -0.109002
0.030000 -0.158865 -0.059755 -0.026930 0.172488 -0.244668
0.040000 -0.281818 -0.106403 -0.048070 0.306170 -0.433515
0.050000 -0.439124 -0.166595 -0.075501 0.477451 -0.674479
0.060000 -0.630210 -0.240486 -0.109411 0.685901 -0.966213
0.070000 -0.854383 -0.328259 -0.150028 0.931021 -1.307117
0.080000 -1.110842 -0.430119 -0.197620 1.212247 -1.695349
0.090000 -1.398676 -0.546288 -0.252498 1.528970 -2.128861
0.100000 -1.716880 -0.677003 -0.315008 1.880547 -2.605416
0.110000 -2.064353 -0.822505 -0.385535 2.266313 -3.122627
0.120000 -2.439917 -0.983036 -0.464499 2.685593 -3.677975
0.130000 -2.842317 -1.158834 -0.552350 3.137719 -4.268852
0.140000 -3.270235 -1.350122 -0.649563 3.622029 -4.892578
0.150000 -3.722298 -1.557104 -0.756636 4.137876 -5.546434
0.160000 -4.197088 -1.779955 -0.874077 4.684628 -6.227684
0.170000 -4.693151 -2.018819 -1.002393 5.261662 -6.933601
0.180000 -5.209007 -2.273798 -1.142086 5.868354 -7.661478
0.190000 -5.743161 -2.544947 -1.293629 6.504063 -8.408648
0.200000 -6.294109 -2.832269 -1.457460 7.168110 -9.172490
0.210000 -6.860349 -3.135710 -1.633960 7.859756 -9.950434
0.220000 -7.440387 -3.455154 -1.823435 8.578164 -10.739962
0.230000 -8.032747 -3.790424 -2.026097 9.322377 -11.538603
0.240000 -8.635979 -4.141277 -2.242046 10.091270 -12.343926
0.250000 -9.248661 -4.507405 -2.471248 10.883515 -13.153523
0.260000 -9.869407 -4.888435 -2.713515 11.697541 -13.964997
0.270000 -10.496870 -5.283937 -2.968480 12.531490 -14.775942
0.280000 -11.129750 -5.693422 -3.235586 13.383175 -15.583916
0.290000 -11.766793 -6.116350 -3.514063 14.250040 -16.386419
0.300000 -12.406791 -6.552138 -3.802913 15.129127 -17.180866
0.310000 -13.048589 -7.000166 -4.100900 16.017036 -17.964559
0.320000 -13.691080 -7.459790 -4.406540 16.909909 -18.734660
0.330000 -14.333208 -7.930347 -4.718104 17.803410 -19.488167
0.340000 -14.973959 -8.411170 -5.033615 18.692716 -20.221889
0.350000 -15.612366 -8.901599 -5.350865 19.572530 -20.932433
0.360000 -16.247504 -9.400990 -5.667428 20.437099 -21.616185
0.370000 -16.878478 -9.908730 -5.980688 21.280248 -22.269309
0.380000 -17.504430 -10.424245 -6.287870 22.095430 -22.887745
0.390000 -18.124522 -10.947011 -6.586083 22.875793 -23.467221
0.400000 -18.737937 -11.476565 -6.872361 23.614259 -24.003269
