# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.013127 -0.003624 -0.000801 0.008843 -0.017545
0.020000 -0.052470 -0.014511 -0.003211 0.035350 -0.070097
0.030000 -0.117923 -0.032710 -0.007261 0.079459 -0.157411
0.040000 -0.209308 -0.058298 -0.012995 0.141065 -0.279080
0.050000 -0.326376 -0.091383 -0.020478 0.220025 -0.434541
0.060000 -0.468814 -0.132100 -0.029794 0.316161 -0.623081
0.070000 -0.636239 -0.180613 -0.041043 0.429263 -0.843846
0.080000 -0.828207 -0.237106 -0.054344 0.559094 -1.095850
0.090000 -1.044213 -0.301788 -0.069832 0.705392 -1.377985
0.100000 -1.283694 -0.374884 -0.087659 0.867880 -1.689031
0.110000 -1.546035 -0.456634 -0.107995 1.046269 -2.027675
0.120000 -1.830570 -0.547291 -0.131024 1.240263 -2.392517
0.130000 -2.136586 -0.647116 -0.156944 1.449563 -2.782089
0.140000 -2.463329 -0.756375 -0.185968 1.673876 -3.194863
0.150000 -2.810009 -0.875335 -0.218320 1.912917 -3.629271
0.160000 -3.175799 -1.004260 -0.254235 2.166411 -4.083715
0.170000 -3.559847 -1.143409 -0.293958 2.434095 -4.556575
0.180000 -3.961274 -1.293029 -0.337738 2.715724 -5.046231
0.190000 -4.379182 -1.453356 -0.385829 3.011064 -5.551061
0.200000 -4.812658 -1.624610 -0.438482 3.319894 -6.069460
0.210000 -5.260775 -1.806989 -0.495948 3.642003 -6.599842
0.220000 -5.722601 -2.000669 -0.558467 3.977183 -7.140647
0.230000 -6.197200 -2.205805 -0.626268 4.325220 -7.690347
0.240000 -6.683635 -2.422521 -0.699560 4.685893 -8.247448
0.250000 -7.180974 -2.650912 -0.778528 5.058955 -8.810489
0.260000 -7.688290 -2.891046 -0.863327 5.444126 -9.378042
0.270000 -8.204667 -3.142956 -0.954074 5.841078 -9.948714
0.280000 -8.729202 -3.406648 -1.050840 6.249421 -10.521135
0.290000 -9.261006 -3.682089 -1.153645 6.668685 -11.093957
0.300000 -9.799206 -3.969219 -1.262447 7.098305 -11.665845
0.310000 -10.342950 -4.267946 -1.377136 7.537602 -12.235470
0.320000 -10.891405 -4.578148 -1.497526 7.985763 -12.801494
0.330000 -11.443760 -4.899674 -1.623349 8.441828 -13.362565
0.340000 -11.999225 -5.232348 -1.754247 8.904669 -13.917299
0.350000 -12.557034 -5.575972 -1.889765 9.372977 -14.464274
0.360000 -13.116442 -5.930327 -2.029351 9.845248 -15.002012
0.370000 -13.676729 -6.295181 -2.172351 10.319771 -15.528968
0.380000 -14.237194 -6.670289 -2.318009 10.794625 -16.043522
0.390000 -14.797160 -7.055399 -2.465469 11.267672 -16.543964
0.400000 -15.355965 -7.450261 -2.613776 11.736562 -17.028489
