# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.000767 -0.000011 0.000035 -0.000049 -0.000743
0.020000 -0.003070 -0.000044 0.000141 -0.000194 -0.002973
0.030000 -0.006908 -0.000101 0.000319 -0.000437 -0.006688
0.040000 -0.012279 -0.000180 0.000566 -0.000777 -0.011887
0.050000 -0.019183 -0.000284 0.000884 -0.001213 -0.018569
0.060000 -0.027619 -0.000414 0.001272 -0.001746 -0.026732
0.070000 -0.037586 -0.000570 0.001730 -0.002374 -0.036372
0.080000 -0.049081 -0.000754 0.002258 -0.003099 -0.047486
0.090000 -0.062103 -0.000969 0.002856 -0.003918 -0.060071
0.100000 -0.076649 -0.001217 0.003522 -0.004831 -0.074123
0.110000 -0.092717 -0.001500 0.004257 -0.005838 -0.089637
0.120000 -0.110305 -0.001819 0.005060 -0.006938 -0.106607
0.130000 -0.129408 -0.002180 0.005931 -0.008130 -0.125029
0.140000 -0.150025 -0.002583 0.006869 -0.009413 -0.144897
0.150000 -0.172151 -0.003034 0.007873 -0.010787 -0.166203
0.160000 -0.195782 -0.003535 0.008943 -0.012250 -0.188941
0.170000 -0.220916 -0.004089 0.010078 -0.013800 -0.213105
0.180000 -0.247547 -0.004701 0.011278 -0.015438 -0.238685
0.190000 -0.275671 -0.005376 0.012541 -0.017162 -0.265675
0.200000 -0.305283 -0.006116 0.013868 -0.018970 -0.294065
0.210000 -0.336379 -0.006927 0.015256 -0.020861 -0.323847
0.220000 -0.368954 -0.007813 0.016706 -0.022834 -0.355012
0.230000 -0.403001 -0.008780 0.018216 -0.024887 -0.387550
0.240000 -0.438516 -0.009832 0.019785 -0.027018 -0.421451
0.250000 -0.475492 -0.010974 0.021412 -0.029226 -0.456705
0.260000 -0.513924 -0.012211 0.023097 -0.031509 -0.493301
0.270000 -0.553806 -0.013549 0.024838 -0.033865 -0.531230
0.280000 -0.595131 -0.014994 0.026634 -0.036293 -0.570478
0.290000 -0.637893 -0.016551 0.028484 -0.038791 -0.611035
0.300000 -0.682085 -0.018226 0.030387 -0.041355 -0.652890
0.310000 -0.727700 -0.020025 0.032341 -0.043985 -0.696031
0.320000 -0.774731 -0.021953 0.034345 -0.046679 -0.740444
0.330000 -0.823171 -0.024018 0.036399 -0.049433 -0.786118
0.340000 -0.873011 -0.026225 0.038500 -0.052246 -0.833039
0.350000 -0.924246 -0.028581 0.040647 -0.055115 -0.881196
0.360000 -0.976866 -0.031092 0.042838 -0.058039 -0.930574
0.370000 -1.030865 -0.033764 0.045074 -0.061013 -0.981161
0.380000 -1.086233 -0.036605 0.047351 -0.064037 -1.032943
0.390000 -1.142963 -0.039619 0.049669 -0.067107 -1.085906
0.400000 -1.201047 -0.042816 0.052025 -0.070220 -1.140036
