# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.002534 -0.000131 0.000064 0.000133 -0.002600
0.020000 -0.010133 -0.000524 0.000256 0.000532 -0.010397
0.030000 -0.022793 -0.001184 0.000576 0.001198 -0.023383
0.040000 -0.040508 -0.002117 0.001022 0.002129 -0.041542
0.050000 -0.063267 -0.003331 0.001594 0.003324 -0.064854
0.060000 -0.091057 -0.004837 0.002291 0.004782 -0.093294
0.070000 -0.123863 -0.006649 0.003111 0.006503 -0.126829
0.080000 -0.161666 -0.008781 0.004053 0.008485 -0.165422
0.090000 -0.204445 -0.011253 0.005113 0.010725 -0.209031
0.100000 -0.252177 -0.014084 0.006291 0.013223 -0.257607
0.110000 -0.304834 -0.017296 0.007583 0.015976 -0.311097
0.120000 -0.362389 -0.020914 0.008987 0.018982 -0.369443
0.130000 -0.424808 -0.024963 0.010500 0.022238 -0.432583
0.140000 -0.492058 -0.029472 0.012118 0.025743 -0.500447
0.150000 -0.564102 -0.034470 0.013839 0.029493 -0.572964
0.160000 -0.640902 -0.039989 0.015659 0.033485 -0.650058
0.170000 -0.722417 -0.046061 0.017574 0.037717 -0.731648
0.180000 -0.808603 -0.052721 0.019581 0.042187 -0.817649
0.190000 -0.899414 -0.060004 0.021675 0.046889 -0.907973
0.200000 -0.994803 -0.067948 0.023853 0.051822 -1.002530
0.210000 -1.094721 -0.076590 0.026111 0.056982 -1.101223
0.220000 -1.199116 -0.085968 0.028443 0.062365 -1.203956
0.230000 -1.307934 -0.096124 0.030848 0.067969 -1.310628
0.240000 -1.421122 -0.107096 0.033320 0.073790 -1.421135
0.250000 -1.538622 -0.118927 0.035854 0.079824 -1.535374
0.260000 -1.660376 -0.131656 0.038447 0.086068 -1.653235
0.270000 -1.786325 -0.145327 0.041096 0.092517 -1.774611
0.280000 -1.916408 -0.159981 0.043794 0.099169 -1.899390
0.290000 -2.050562 -0.175661 0.046540 0.106018 -2.027459
0.300000 -2.188724 -0.192409 0.049328 0.113062 -2.158706
0.310000 -2.330830 -0.210267 0.052156 0.120296 -2.293016
0.320000 -2.476814 -0.229277 0.055019 0.127716 -2.430273
0.330000 -2.626610 -0.249481 0.057915 0.135317 -2.570360
0.340000 -2.780150 -0.270920 0.060839 0.143094 -2.713163
0.350000 -2.937365 -0.293636 0.063790 0.151043 -2.858563
0.360000 -3.098188 -0.317669 0.066765 0.159159 -3.006444
0.370000 -3.262549 -0.343058 0.069760 0.167436 -3.156688
0.380000 -3.430378 -0.369844 0.072775 0.175868 -3.309178
0.390000 -3.601604 -0.398065 0.075808 0.184450 -3.463797
0.400000 -3.776157 -0.427758 0.078857 0.193174 -3.620430
