# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.017957 -0.006826 -0.003168 0.019977 -0.027939
0.020000 -0.071758 -0.027323 -0.012694 0.079853 -0.111595
0.030000 -0.161203 -0.061546 -0.028643 0.179469 -0.250483
0.040000 -0.285957 -0.109586 -0.051124 0.318559 -0.443806
0.050000 -0.445554 -0.171567 -0.080289 0.496764 -0.690463
0.060000 -0.639404 -0.247644 -0.116333 0.713637 -0.989065
0.070000 -0.866795 -0.337997 -0.159493 0.968654 -1.337959
0.080000 -1.126899 -0.442831 -0.210051 1.261228 -1.735246
0.090000 -1.418781 -0.562365 -0.268328 1.590721 -2.178811
0.100000 -1.741404 -0.696832 -0.334684 1.956462 -2.666350
0.110000 -2.093638 -0.846469 -0.409521 2.357755 -3.195402
0.120000 -2.474268 -1.011515 -0.493275 2.793898 -3.763376
0.130000 -2.882005 -1.192198 -0.586414 3.264192 -4.367584
0.140000 -3.315495 -1.388734 -0.689432 3.767944 -5.005273
0.150000 -3.773327 -1.601316 -0.802844 4.304480 -5.673648
0.160000 -4.254045 -1.830107 -0.927173 4.873135 -6.369899
0.170000 -4.756158 -2.075237 -1.062947 5.473253 -7.091227
0.180000 -5.278148 -2.336788 -1.210676 6.104173 -7.834856
0.190000 -5.818483 -2.614798 -1.370845 6.765211 -8.598051
0.200000 -6.375623 -2.909246 -1.543895 7.455640 -9.378123
0.210000 -6.948033 -3.220052 -1.730204 8.174661 -10.172437
0.220000 -7.534186 -3.547073 -1.930069 8.921368 -10.978411
0.230000 -8.132576 -3.890100 -2.143684 9.694715 -11.793507
0.240000 -8.741723 -4.248857 -2.371120 10.493478 -12.615224
0.250000 -9.360180 -4.622999 -2.612304 11.316206 -13.441084
0.260000 -9.986537 -5.012120 -2.866992 12.161186 -14.268611
0.270000 -10.619427 -5.415748 -3.134758 13.026395 -15.095317
0.280000 -11.257530 -5.833358 -3.414964 13.909458 -15.918666
0.290000 -11.899574 -6.264370 -3.706748 14.807603 -16.736059
0.300000 -12.544340 -6.708164 -4.009008 15.717632 -17.544800
0.310000 -13.190658 -7.164084 -4.320389 16.635882 -18.342067
0.320000 -13.837412 -7.631451 -4.639279 17.558207 -19.124888
0.330000 -14.483534 -8.109571 -4.963807 18.479957 -19.890113
0.340000 -15.128005 -8.597751 -5.291846 19.395985 -20.634394
0.350000 -15.769851 -9.095305 -5.621033 20.300651 -21.354164
0.360000 -16.408139 -9.601573 -5.948783 21.187845 -22.045629
0.370000 -17.041969 -10.115925 -6.272320 22.051038 -22.704763
0.380000 -17.670475 -10.637779 -6.588714 22.883328 -23.327309
0.390000 -18.292812 -11.166609 -6.894923 23.677516 -23.908796
0.400000 -18.908154 -11.701949 -7.187846 24.426199 -24.444558
