# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.006183 -0.000738 0.000231 0.001012 -0.006688
0.020000 -0.024722 -0.002958 0.000922 0.004050 -0.026736
0.030000 -0.055593 -0.006679 0.002065 0.009115 -0.060094
0.040000 -0.098755 -0.011933 0.003651 0.016206 -0.106679
0.050000 -0.154147 -0.018762 0.005662 0.025328 -0.166376
0.060000 -0.221697 -0.027220 0.008079 0.036484 -0.239040
0.070000 -0.301313 -0.037374 0.010878 0.049678 -0.324496
0.080000 -0.392891 -0.049300 0.014029 0.064920 -0.422540
0.090000 -0.496311 -0.063082 0.017500 0.082217 -0.532946
0.100000 -0.611439 -0.078816 0.021254 0.101583 -0.655459
0.110000 -0.738127 -0.096604 0.025248 0.123035 -0.789805
0.120000 -0.876215 -0.116556 0.029438 0.146593 -0.935690
0.130000 -1.025532 -0.138787 0.033775 0.172281 -1.092801
0.140000 -1.185894 -0.163420 0.038206 0.200128 -1.260808
0.150000 -1.357107 -0.190580 0.042675 0.230169 -1.439371
0.160000 -1.538967 -0.220399 0.047120 0.262443 -1.628132
0.170000 -1.731262 -0.253010 0.051480 0.296995 -1.826728
0.180000 -1.933770 -0.288550 0.055687 0.333876 -2.034783
0.190000 -2.146261 -0.327158 0.059672 0.373142 -2.251917
0.200000 -2.368500 -0.368974 0.063362 0.414853 -2.477741
0.210000 -2.600242 -0.414138 0.066682 0.459077 -2.711863
0.220000 -2.841239 -0.462791 0.069554 0.505886 -2.953889
0.230000 -3.091237 -0.515074 0.071898 0.555357 -3.203418
0.240000 -3.349977 -0.571127 0.073633 0.607570 -3.460051
0.250000 -3.617193 -0.631088 0.074675 0.662610 -3.723390
0.260000 -3.892620 -0.695093 0.074939 0.720567 -3.993033
0.270000 -4.175987 -0.763276 0.074339 0.781531 -4.268582
0.280000 -4.467020 -0.835766 0.072790 0.845597 -4.549642
0.290000 -4.765444 -0.912690 0.070205 0.912858 -4.835818
0.300000 -5.070981 -0.994170 0.066500 0.983410 -5.126721
0.310000 -5.383353 -1.080324 0.061589 1.057345 -5.421964
0.320000 -5.702280 -1.171263 0.055391 1.134757 -5.721166
0.330000 -6.027483 -1.267091 0.047827 1.215731 -6.023950
0.340000 -6.358682 -1.367908 0.038820 1.300352 -6.329946
0.350000 -6.695599 -1.473804 0.028300 1.388694 -6.638789
0.360000 -7.037955 -1.584863 0.016201 1.480826 -6.950119
0.370000 -7.385474 -1.701157 0.002465 1.576802 -7.263584
0.380000 -7.737884 -1.822754 -0.012960 1.676665 -7.578836
0.390000 -8.094911 -1.949708 -0.030113 1.780444 -7.895534
0.400000 -8.456288 -2.082066 -0.049027 1.888148 -8.213343
