# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.006780 -0.000889 0.000236 0.001305 -0.007431
0.020000 -0.027109 -0.003563 0.000940 0.005220 -0.029705
0.030000 -0.060956 -0.008045 0.002105 0.011745 -0.066760
0.040000 -0.108272 -0.014370 0.003715 0.020880 -0.118498
0.050000 -0.168987 -0.022589 0.005753 0.032628 -0.184779
0.060000 -0.243011 -0.032765 0.008191 0.046990 -0.265428
0.070000 -0.330237 -0.044974 0.011002 0.063971 -0.360236
0.080000 -0.430538 -0.059305 0.014147 0.083578 -0.468958
0.090000 -0.543770 -0.075855 0.017586 0.105818 -0.591319
0.100000 -0.669775 -0.094736 0.021273 0.130706 -0.727018
0.110000 -0.808375 -0.116063 0.025155 0.158259 -0.875726
0.120000 -0.959381 -0.139964 0.029178 0.188497 -1.037092
0.130000 -1.122586 -0.166572 0.033280 0.221450 -1.210743
0.140000 -1.297773 -0.196027 0.037395 0.257149 -1.396289
0.150000 -1.484711 -0.228473 0.041451 0.295634 -1.593324
0.160000 -1.683159 -0.264058 0.045376 0.336951 -1.801428
0.170000 -1.892864 -0.302935 0.049090 0.381152 -2.020171
0.180000 -2.113563 -0.345260 0.052511 0.428297 -2.249110
0.190000 -2.344986 -0.391189 0.055551 0.478452 -2.487800
0.200000 -2.586853 -0.440879 0.058121 0.531689 -2.735784
0.210000 -2.838877 -0.494489 0.060129 0.588088 -2.992606
0.220000 -3.100766 -0.552176 0.061478 0.647735 -3.257803
0.230000 -3.372219 -0.614096 0.062070 0.710719 -3.530912
0.240000 -3.652933 -0.680406 0.061804 0.777138 -3.811470
0.250000 -3.942599 -0.751255 0.060579 0.847092 -4.099014
0.260000 -4.240903 -0.826794 0.058290 0.920684 -4.393083
0.270000 -4.547530 -0.907167 0.054834 0.998022 -4.693219
0.280000 -4.862161 -0.992515 0.050109 1.079213 -4.998967
0.290000 -5.184475 -1.082971 0.044009 1.164365 -5.309878
0.300000 -5.514149 -1.178664 0.036436 1.253585 -5.625506
0.310000 -5.850862 -1.279717 0.027289 1.346978 -5.945413
0.320000 -6.194290 -1.386240 0.016475 1.444642 -6.269167
0.330000 -6.544110 -1.498341 0.003904 1.546670 -6.596343
0.340000 -6.900002 -1.616114 -0.010509 1.653144 -6.926523
0.350000 -7.261645 -1.739645 -0.026839 1.764137 -7.259298
0.360000 -7.628723 -1.869009 -0.045154 1.879705 -7.594264
0.370000 -8.000920 -2.004271 -0.065510 1.999888 -7.931027
0.380000 -8.377926 -2.145482 -0.087953 2.124706 -8.269197
0.390000 -8.759434 -2.292682 -0.112512 2.254155 -8.608395
0.400000 -9.145141 -2.445899 -0.139203 2.388205 -8.948244
