# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.020802 -0.008585 -0.004060 0.025272 -0.033430
0.020000 -0.083110 -0.034360 -0.016284 0.101029 -0.133494
0.030000 -0.186633 -0.077395 -0.036808 0.227100 -0.299529
0.040000 -0.330890 -0.137799 -0.065860 0.403211 -0.530442
0.050000 -0.515219 -0.215717 -0.103757 0.629001 -0.824746
0.060000 -0.738778 -0.311332 -0.150907 0.904047 -1.180588
0.070000 -1.000567 -0.424847 -0.207809 1.227884 -1.595794
0.080000 -1.299427 -0.556487 -0.275054 1.600028 -2.067914
0.090000 -1.634063 -0.706484 -0.353312 2.020002 -2.594269
0.100000 -2.003052 -0.875073 -0.443340 2.487355 -3.171993
0.110000 -2.404861 -1.062481 -0.545967 3.001672 -3.798085
0.120000 -2.837857 -1.268916 -0.662088 3.562589 -4.469443
0.130000 -3.300326 -1.494564 -0.792656 4.169799 -5.182905
0.140000 -3.790485 -1.739578 -0.938673 4.823054 -5.935288
0.150000 -4.306495 -2.004067 -1.101177 5.522169 -6.723419
0.160000 -4.846475 -2.288096 -1.281225 6.267012 -7.544167
0.170000 -5.408521 -2.591664 -1.479877 7.057495 -8.394476
0.180000 -5.990712 -2.914703 -1.698169 7.893542 -9.271382
0.190000 -6.591130 -3.257063 -1.937081 8.775051 -10.172037
0.200000 -7.207874 -3.618501 -2.197500 9.701836 -11.093709
0.210000 -7.839071 -3.998672 -2.480173 10.673554 -12.033780
0.220000 -8.482893 -4.397120 -2.785665 11.689624 -12.989732
0.230000 -9.137567 -4.813276 -3.114309 12.749141 -13.959123
0.240000 -9.801389 -5.246460 -3.466165 13.850792 -14.939556
0.250000 -10.472732 -5.695882 -3.840972 14.992776 -15.928653
0.260000 -11.150053 -6.160649 -4.238119 16.172731 -16.924016
0.270000 -11.831903 -6.639778 -4.656604 17.387669 -17.923190
0.280000 -12.516931 -7.132206 -5.095007 18.633914 -18.923633
0.290000 -13.203886 -7.636801 -5.551457 19.907039 -19.922667
0.300000 -13.891621 -8.152384 -6.023612 21.201807 -20.917432
0.310000 -14.579092 -8.677736 -6.508631 22.512105 -21.904830
0.320000 -15.265359 -9.211626 -7.003162 23.830890 -22.881463
0.330000 -15.949580 -9.752828 -7.503334 25.150138 -23.843556
0.340000 -16.631001 -10.300150 -8.004773 26.460816 -24.786894
0.350000 -17.308956 -10.852466 -8.502627 27.752886 -25.706750
0.360000 -17.982847 -11.408740 -8.991623 29.015350 -26.597834
0.370000 -18.652135 -11.968070 -9.466143 30.236341 -27.454263
0.380000 -19.316317 -12.529712 -9.920321 31.403274 -28.269558
0.390000 -19.974916 -13.093115 -10.348166 32.503036 -29.036670
0.400000 -20.627455 -13.657936 -10.743694 33.522231 -29.748055
