# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.021071 -0.008810 -0.004308 0.026220 -0.034172
0.020000 -0.084183 -0.035263 -0.017279 0.104817 -0.136458
0.030000 -0.189038 -0.079426 -0.039052 0.235613 -0.306173
0.040000 -0.335141 -0.141405 -0.069863 0.418317 -0.542191
0.050000 -0.521812 -0.221346 -0.110037 0.652551 -0.842979
0.060000 -0.748188 -0.319426 -0.159999 0.937868 -1.206630
0.070000 -1.013239 -0.435845 -0.220263 1.273776 -1.630908
0.080000 -1.315779 -0.570821 -0.291436 1.659766 -2.113289
0.090000 -1.654476 -0.724579 -0.374213 2.095334 -2.651018
0.100000 -2.027873 -0.897347 -0.469373 2.579998 -3.241151
0.110000 -2.434395 -1.089339 -0.577770 3.113316 -3.880602
0.120000 -2.872371 -1.300752 -0.700326 3.694896 -4.566188
0.130000 -3.340043 -1.531758 -0.838023 4.324402 -5.294665
0.140000 -3.835587 -1.782491 -0.991891 5.001562 -6.062766
0.150000 -4.357118 -2.053044 -1.162993 5.726160 -6.867241
0.160000 -4.902717 -2.343457 -1.352415 6.498041 -7.704887
0.170000 -5.470433 -2.653705 -1.561239 7.317086 -8.572574
0.180000 -6.058305 -2.983694 -1.790520 8.183188 -9.467280
0.190000 -6.664379 -3.333242 -2.041252 9.096210 -10.386095
0.200000 -7.286714 -3.702069 -2.314325 10.055914 -11.326234
0.210000 -7.923406 -4.089793 -2.610478 11.061894 -12.285029
0.220000 -8.572596 -4.495915 -2.930254 12.113483 -13.259910
0.230000 -9.232485 -4.919821 -3.273945 13.209663 -14.248381
0.240000 -9.901346 -5.360782 -3.641551 14.348978 -15.247990
0.250000 -10.577534 -5.817959 -4.032736 15.529451 -16.256290
0.260000 -11.259494 -6.290410 -4.446786 16.748510 -17.270808
0.270000 -11.945765 -6.777101 -4.882581 18.002922 -18.289004
0.280000 -12.634991 -7.276922 -5.338559 19.288727 -19.308236
0.290000 -13.325919 -7.788697 -5.812690 20.601180 -20.325712
0.300000 -14.017402 -8.311203 -6.302445 21.934687 -21.338441
0.310000 -14.708403 -8.843184 -6.804780 23.282738 -22.343177
0.320000 -15.397986 -9.383377 -7.316118 24.637853 -23.336344
0.330000 -16.085318 -9.930529 -7.832347 25.991526 -24.313969
0.340000 -16.769658 -10.483429 -8.348833 27.334208 -25.271604
0.350000 -17.450347 -11.040939 -8.860457 28.655309 -26.204260
0.360000 -18.126798 -11.602026 -9.361673 29.943254 -27.106353
0.370000 -18.798480 -12.165797 -9.846595 31.185590 -27.971677
0.380000 -19.464895 -12.731533 -10.309104 32.369152 -28.793410
0.390000 -20.125567 -13.298716 -10.742977 33.480273 -29.564147
0.400000 -20.780016 -13.867049 -11.142034 34.505052 -30.275985
