# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.011271 -0.002663 -0.000367 0.006055 -0.014296
0.020000 -0.045057 -0.010664 -0.001476 0.024208 -0.057126
0.030000 -0.101279 -0.024044 -0.003344 0.054418 -0.128310
0.040000 -0.179805 -0.042869 -0.006002 0.096617 -0.227551
0.050000 -0.280452 -0.067231 -0.009494 0.150712 -0.354441
0.060000 -0.402987 -0.097245 -0.013873 0.216590 -0.508458
0.070000 -0.547126 -0.133052 -0.019208 0.294112 -0.688978
0.080000 -0.712539 -0.174810 -0.025576 0.383123 -0.895277
0.090000 -0.898851 -0.222699 -0.033066 0.483454 -1.126539
0.100000 -1.105643 -0.276916 -0.041780 0.594919 -1.381865
0.110000 -1.332453 -0.337673 -0.051828 0.717327 -1.660280
0.120000 -1.578785 -0.405192 -0.063331 0.850480 -1.960743
0.130000 -1.844104 -0.479707 -0.076420 0.994176 -2.282153
0.140000 -2.127842 -0.561460 -0.091234 1.148216 -2.623364
0.150000 -2.429402 -0.650696 -0.107920 1.312403 -2.983188
0.160000 -2.748159 -0.747663 -0.126635 1.486548 -3.360410
0.170000 -3.083466 -0.852607 -0.147537 1.670470 -3.753791
0.180000 -3.434652 -0.965772 -0.170795 1.863996 -4.162080
0.190000 -3.801030 -1.087396 -0.196577 2.066966 -4.584022
0.200000 -4.181898 -1.217707 -0.225057 2.279230 -5.018363
0.210000 -4.576540 -1.356925 -0.256404 2.500648 -5.463858
0.220000 -4.984233 -1.505255 -0.290791 2.731088 -5.919275
0.230000 -5.404247 -1.662889 -0.328382 2.970425 -6.383400
0.240000 -5.835847 -1.830001 -0.369337 3.218533 -6.855042
0.250000 -6.278297 -2.006748 -0.413804 3.475288 -7.333033
0.260000 -6.730864 -2.193267 -0.461920 3.740553 -7.816231
0.270000 -7.192817 -2.389675 -0.513802 4.014179 -8.303518
0.280000 -7.663428 -2.596069 -0.569549 4.295995 -8.793805
0.290000 -8.141979 -2.812521 -0.629234 4.585796 -9.286020
0.300000 -8.627761 -3.039083 -0.692901 4.883338 -9.779116
0.310000 -9.120074 -3.275783 -0.760560 5.188327 -10.272058
0.320000 -9.618230 -3.522628 -0.832181 5.500405 -10.763826
0.330000 -10.121554 -3.779603 -0.907693 5.819145 -11.253403
0.340000 -10.629385 -4.046673 -0.986974 6.144032 -11.739769
0.350000 -11.141077 -4.323783 -1.069854 6.474458 -12.221898
0.360000 -11.655997 -4.610857 -1.156102 6.809710 -12.698747
0.370000 -12.173529 -4.907807 -1.245431 7.148958 -13.169248
0.380000 -12.693071 -5.214530 -1.337490 7.491248 -13.632300
0.390000 -13.214039 -5.530909 -1.431863 7.835495 -14.086762
0.400000 -13.735859 -5.856820 -1.528071 8.180476 -14.531444
