# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.019674 -0.007670 -0.003129 0.021584 -0.030459
0.020000 -0.078609 -0.030703 -0.012557 0.086288 -0.121638
0.030000 -0.176547 -0.069169 -0.028401 0.193976 -0.272953
0.040000 -0.313059 -0.123183 -0.050859 0.344428 -0.483445
0.050000 -0.487554 -0.192899 -0.080208 0.537355 -0.751803
0.060000 -0.699284 -0.278507 -0.116804 0.772421 -1.076394
0.070000 -0.947354 -0.380227 -0.161080 1.049253 -1.455300
0.080000 -1.230731 -0.498301 -0.213550 1.367473 -1.886353
0.090000 -1.548256 -0.632984 -0.274801 1.726706 -2.367178
0.100000 -1.898655 -0.784541 -0.345490 2.126606 -2.895231
0.110000 -2.280553 -0.953234 -0.426344 2.566861 -3.467837
0.120000 -2.692483 -1.139315 -0.518147 3.047209 -4.082230
0.130000 -3.132902 -1.343022 -0.621741 3.567440 -4.735580
0.140000 -3.600201 -1.564567 -0.738009 4.127405 -5.425029
0.150000 -4.092719 -1.804131 -0.867875 4.727009 -6.147722
0.160000 -4.608752 -2.061854 -1.012285 5.366216 -6.900829
0.170000 -5.146568 -2.337829 -1.172196 6.045031 -7.681573
0.180000 -5.704416 -2.632092 -1.348554 6.763484 -8.487254
0.190000 -6.280541 -2.944608 -1.542275 7.521601 -9.315259
0.200000 -6.873195 -3.275269 -1.754210 8.319360 -10.163077
0.210000 -7.480649 -3.623875 -1.985117 9.156640 -11.028296
0.220000 -8.101202 -3.990136 -2.235622 10.033155 -11.908600
0.230000 -8.733199 -4.373658 -2.506182 10.948394 -12.801753
0.240000 -9.375034 -4.773950 -2.797048 11.901546 -13.705582
0.250000 -10.025164 -5.190417 -3.108230 12.891434 -14.617951
0.260000 -10.682112 -5.622367 -3.439460 13.916452 -15.536737
0.270000 -11.344482 -6.069017 -3.790165 14.974504 -16.459803
0.280000 -12.010954 -6.529501 -4.159433 16.062945 -17.384965
0.290000 -12.680299 -7.002878 -4.545987 17.178526 -18.309960
0.300000 -13.351374 -7.488146 -4.948161 18.317335 -19.232403
0.310000 -14.023129 -7.984255 -5.363872 19.474744 -20.149746
0.320000 -14.694601 -8.490119 -5.790610 20.645353 -21.059226
0.330000 -15.364921 -9.004640 -6.225422 21.822946 -21.957805
0.340000 -16.033303 -9.526724 -6.664914 23.000454 -22.842119
0.350000 -16.699039 -10.055307 -7.105266 24.169941 -23.708407
0.360000 -17.361495 -10.589384 -7.542260 25.322622 -24.552473
0.370000 -18.020097 -11.128034 -7.971333 26.448908 -25.369638
0.380000 -18.674319 -11.670454 -8.387638 27.538495 -26.154723
0.390000 -19.323672 -12.215981 -8.786132 28.580490 -26.902050
0.400000 -19.967682 -12.764119 -9.161670 29.563574 -27.605467
