# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.005876 -0.000713 0.000088 0.001249 -0.006499
0.020000 -0.023495 -0.002858 0.000351 0.004993 -0.025981
0.030000 -0.052835 -0.006450 0.000786 0.011228 -0.058399
0.040000 -0.093860 -0.011516 0.001387 0.019942 -0.103673
0.050000 -0.146518 -0.018091 0.002146 0.031122 -0.161694
0.060000 -0.210742 -0.026223 0.003053 0.044751 -0.232323
0.070000 -0.286454 -0.035967 0.004096 0.060807 -0.315390
0.080000 -0.373558 -0.047387 0.005261 0.079267 -0.410698
0.090000 -0.471948 -0.060559 0.006530 0.100104 -0.518023
0.100000 -0.581503 -0.075563 0.007887 0.123288 -0.637115
0.110000 -0.702090 -0.092490 0.009311 0.148788 -0.767699
0.120000 -0.833564 -0.111436 0.010781 0.176569 -0.909477
0.130000 -0.975767 -0.132504 0.012273 0.206596 -1.062132
0.140000 -1.128531 -0.155803 0.013762 0.238835 -1.225325
0.150000 -1.291679 -0.181448 0.015224 0.273246 -1.398701
0.160000 -1.465021 -0.209555 0.016629 0.309792 -1.581887
0.170000 -1.648359 -0.240248 0.017951 0.348436 -1.774499
0.180000 -1.841488 -0.273649 0.019159 0.389141 -1.976138
0.190000 -2.044191 -0.309888 0.020224 0.431870 -2.186397
0.200000 -2.256247 -0.349091 0.021116 0.476586 -2.404858
0.210000 -2.477426 -0.391387 0.021804 0.523254 -2.631097
0.220000 -2.707495 -0.436906 0.022256 0.571841 -2.864686
0.230000 -2.946212 -0.485776 0.022441 0.622314 -3.105191
0.240000 -3.193331 -0.538124 0.022329 0.674640 -3.352177
0.250000 -3.448604 -0.594075 0.021890 0.728791 -3.605209
0.260000 -3.711776 -0.653753 0.021093 0.784735 -3.863851
0.270000 -3.982592 -0.717279 0.019910 0.842446 -4.127670
0.280000 -4.260793 -0.784768 0.018314 0.901895 -4.396234
0.290000 -4.546117 -0.856335 0.016278 0.963054 -4.669115
0.300000 -4.838304 -0.932088 0.013780 1.025896 -4.945891
0.310000 -5.137089 -1.012133 0.010796 1.090391 -5.226143
0.320000 -5.442209 -1.096569 0.007308 1.156509 -5.509457
0.330000 -5.753401 -1.185493 0.003300 1.224218 -5.795427
0.340000 -6.070403 -1.278993 -0.001241 1.293482 -6.083650
0.350000 -6.392951 -1.377154 -0.006324 1.364261 -6.373733
0.360000 -6.720785 -1.480057 -0.011952 1.436510 -6.665286
0.370000 -7.053646 -1.587775 -0.018126 1.510178 -6.957923
0.380000 -7.391276 -1.700377 -0.024839 1.585208 -7.251268
0.390000 -7.733420 -1.817926 -0.032080 1.661532 -7.544947
0.400000 -8.079826 -1.940480 -0.039829 1.739073 -7.838590
