# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.009541 -0.001774 0.000166 0.003213 -0.011146
0.020000 -0.038146 -0.007109 0.000658 0.012848 -0.044543
0.030000 -0.085753 -0.016042 0.001457 0.028901 -0.100069
0.040000 -0.152264 -0.028633 0.002530 0.051361 -0.177521
0.050000 -0.237542 -0.044969 0.003832 0.080217 -0.276622
0.060000 -0.341410 -0.065155 0.005306 0.115458 -0.397020
0.070000 -0.463659 -0.089319 0.006882 0.157072 -0.538295
0.080000 -0.604042 -0.117607 0.008478 0.205051 -0.699964
0.090000 -0.762280 -0.150183 0.009998 0.259391 -0.881487
0.100000 -0.938063 -0.187224 0.011336 0.320098 -1.082273
0.110000 -1.131052 -0.228924 0.012374 0.387183 -1.301685
0.120000 -1.340880 -0.275485 0.012982 0.460670 -1.539047
0.130000 -1.567154 -0.327120 0.013021 0.540595 -1.793651
0.140000 -1.809462 -0.384048 0.012339 0.627006 -2.064758
0.150000 -2.067364 -0.446495 0.010775 0.719965 -2.351610
0.160000 -2.340407 -0.514690 0.008161 0.819550 -2.653428
0.170000 -2.628117 -0.588863 0.004316 0.925853 -2.969423
0.180000 -2.930006 -0.669247 -0.000946 1.038980 -3.298793
0.190000 -3.245571 -0.756071 -0.007818 1.159052 -3.640734
0.200000 -3.574298 -0.849562 -0.016500 1.286202 -3.994438
0.210000 -3.915662 -0.949942 -0.027197 1.420576 -4.359098
0.220000 -4.269130 -1.057428 -0.040119 1.562328 -4.733912
0.230000 -4.634162 -1.172226 -0.055475 1.711623 -5.118084
0.240000 -5.010212 -1.294536 -0.073476 1.868627 -5.510828
0.250000 -5.396731 -1.424542 -0.094332 2.033512 -5.911369
0.260000 -5.793166 -1.562419 -0.118249 2.206446 -6.318944
0.270000 -6.198965 -1.708323 -0.145425 2.387590 -6.732807
0.280000 -6.613577 -1.862397 -0.176051 2.577096 -7.152225
0.290000 -7.036451 -2.024761 -0.210304 2.775099 -7.576484
0.300000 -7.467042 -2.195519 -0.248345 2.981710 -8.004887
0.310000 -7.904809 -2.374752 -0.290318 3.197014 -8.436753
0.320000 -8.349220 -2.562518 -0.336340 3.421057 -8.871418
0.330000 -8.799747 -2.758852 -0.386504 3.653843 -9.308234
0.340000 -9.255875 -2.963765 -0.440868 3.895323 -9.746565
0.350000 -9.717098 -3.177240 -0.499456 4.145387 -10.185789
0.360000 -10.182923 -3.399240 -0.562249 4.403856 -10.625291
0.370000 -10.652870 -3.629698 -0.629182 4.670472 -11.064461
0.380000 -11.126470 -3.868526 -0.700141 4.944887 -11.502690
0.390000 -11.603274 -4.115609 -0.774958 5.226659 -11.939366
0.400000 -12.082844 -4.370812 -0.853405 5.515237 -12.373864
