# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.021335 -0.009035 -0.004562 0.027178 -0.034915
0.020000 -0.085237 -0.036161 -0.018298 0.108645 -0.139422
0.030000 -0.191399 -0.081445 -0.041351 0.244213 -0.312816
0.040000 -0.339314 -0.144991 -0.073963 0.433578 -0.553938
0.050000 -0.528283 -0.226943 -0.116472 0.676342 -0.861211
0.060000 -0.757422 -0.327471 -0.169312 0.972033 -1.232671
0.070000 -1.025673 -0.446774 -0.233016 1.320135 -1.666018
0.080000 -1.331820 -0.585063 -0.308209 1.720110 -2.158658
0.090000 -1.674497 -0.742555 -0.395607 2.171424 -2.707759
0.100000 -2.052210 -0.919468 -0.496013 2.673569 -3.310297
0.110000 -2.463347 -1.116005 -0.610307 3.226070 -3.963105
0.120000 -2.906195 -1.332351 -0.739437 3.828509 -4.662915
0.130000 -3.378955 -1.568662 -0.884411 4.480520 -5.406402
0.140000 -3.879759 -1.825055 -1.046287 5.181800 -6.190217
0.150000 -4.406682 -2.101602 -1.226157 5.932109 -7.011033
0.160000 -4.957760 -2.398320 -1.425129 6.731261 -7.865571
0.170000 -5.531002 -2.715162 -1.644309 7.579107 -8.750637
0.180000 -6.124406 -3.052003 -1.884772 8.475509 -9.663140
0.190000 -6.735980 -3.408628 -2.147522 9.420286 -10.600116
0.200000 -7.363748 -3.784725 -2.433449 10.413154 -11.558727
0.210000 -8.005772 -4.179868 -2.743284 11.453634 -12.536253
0.220000 -8.660164 -4.593517 -3.077542 12.540968 -13.530073
0.230000 -9.325101 -5.025013 -3.436473 13.674022 -14.537637
0.240000 -9.998834 -5.473578 -3.820013 14.851189 -15.556432
0.250000 -10.679701 -5.938322 -4.227743 16.070308 -16.583945
0.260000 -11.366134 -6.418254 -4.658845 17.328589 -17.617623
0.270000 -12.056665 -6.912294 -5.112074 18.622541 -18.654838
0.280000 -12.749930 -7.419282 -5.585722 19.947917 -19.692843
0.290000 -13.444677 -7.937999 -6.077590 21.299643 -20.728731
0.300000 -14.139762 -8.467180 -6.584963 22.671755 -21.759374
0.310000 -14.834150 -9.005535 -7.104585 24.057341 -22.781371
0.320000 -15.526916 -9.551768 -7.632650 25.448468 -23.790965
0.330000 -16.217233 -10.104602 -8.164798 26.836143 -24.783976
0.340000 -16.904372 -10.662809 -8.696133 28.210288 -25.755717
0.350000 -17.587685 -11.225244 -9.221264 29.559750 -26.700927
0.360000 -18.266595 -11.790876 -9.734370 30.872371 -27.613721
0.370000 -18.940577 -12.358825 -10.229295 32.135107 -28.487564
0.380000 -19.609139 -12.928400 -10.699668 33.334209 -29.315281
0.390000 -20.271805 -13.499118 -11.139040 34.455460 -30.089107
0.400000 -20.928090 -14.070733 -11.541036 35.484460 -30.800781
