# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.016883 -0.006027 -0.002441 0.016926 -0.025341
0.020000 -0.067472 -0.024126 -0.009783 0.067659 -0.101222
0.030000 -0.151588 -0.054353 -0.022080 0.152066 -0.227220
0.040000 -0.268937 -0.096799 -0.039425 0.269928 -0.402641
0.050000 -0.419109 -0.151590 -0.061947 0.420947 -0.626520
0.060000 -0.601583 -0.218880 -0.089809 0.604753 -0.897645
0.070000 -0.815728 -0.298855 -0.123215 0.820909 -1.214568
0.080000 -1.060816 -0.391722 -0.162399 1.068929 -1.575623
0.090000 -1.336017 -0.497709 -0.207633 1.348280 -1.978954
0.100000 -1.640413 -0.617058 -0.259224 1.658402 -2.422532
0.110000 -1.973002 -0.750022 -0.317509 1.998714 -2.904186
0.120000 -2.332706 -0.896854 -0.382858 2.368630 -3.421624
0.130000 -2.718379 -1.057811 -0.455667 2.767562 -3.972463
0.140000 -3.128812 -1.233135 -0.536359 3.194936 -4.554254
0.150000 -3.562747 -1.423057 -0.625374 3.650190 -5.164506
0.160000 -4.018881 -1.627788 -0.723166 4.132779 -5.800705
0.170000 -4.495875 -1.847509 -0.830196 4.642172 -6.460341
0.180000 -4.992365 -2.082370 -0.946919 5.177844 -7.140920
0.190000 -5.506967 -2.332479 -1.073778 5.739268 -7.839978
0.200000 -6.038288 -2.597903 -1.211189 6.325899 -8.555094
0.210000 -6.584931 -2.878659 -1.359530 6.937151 -9.283893
0.220000 -7.145505 -3.174712 -1.519122 7.572380 -10.024050
0.230000 -7.718630 -3.485970 -1.690220 8.230852 -10.773292
0.240000 -8.302944 -3.812285 -1.872990 8.911714 -11.529383
0.250000 -8.897109 -4.153450 -2.067496 9.613964 -12.290127
0.260000 -9.499816 -4.509202 -2.273681 10.336412 -13.053345
0.270000 -10.109788 -4.879219 -2.491348 11.077645 -13.816866
0.280000 -10.725786 -5.263126 -2.720144 11.835992 -14.578508
0.290000 -11.346611 -5.660500 -2.959544 12.609485 -15.336052
0.300000 -11.971106 -6.070870 -3.208836 13.395823 -16.087223
0.310000 -12.598155 -6.493728 -3.467105 14.192345 -16.829668
0.320000 -13.226691 -6.928534 -3.733229 14.995998 -17.560927
0.330000 -13.855687 -7.374724 -4.005872 15.803320 -18.278411
0.340000 -14.484158 -7.831722 -4.283478 16.610422 -18.979381
0.350000 -15.111164 -8.298945 -4.564284 17.412994 -19.660928
0.360000 -15.735798 -8.775817 -4.846324 18.206304 -20.319961
0.370000 -16.357191 -9.261777 -5.127446 18.985221 -20.953189
0.380000 -16.974504 -9.756290 -5.405340 19.744249 -21.557123
0.390000 -17.586924 -10.258857 -5.677560 20.477570 -22.128078
0.400000 -18.193657 -10.769021 -5.941562 21.179101 -22.662176
