# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.000659 -0.000009 0.000017 -0.000017 -0.000650
0.020000 -0.002635 -0.000035 0.000070 -0.000070 -0.002600
0.030000 -0.005928 -0.000079 0.000157 -0.000157 -0.005849
0.040000 -0.010538 -0.000142 0.000279 -0.000279 -0.010397
0.050000 -0.016464 -0.000224 0.000436 -0.000435 -0.016241
0.060000 -0.023705 -0.000325 0.000627 -0.000626 -0.023381
0.070000 -0.032260 -0.000448 0.000854 -0.000852 -0.031813
0.080000 -0.042127 -0.000592 0.001114 -0.001113 -0.041536
0.090000 -0.053306 -0.000761 0.001410 -0.001408 -0.052547
0.100000 -0.065794 -0.000954 0.001739 -0.001737 -0.064842
0.110000 -0.079589 -0.001175 0.002104 -0.002101 -0.078417
0.120000 -0.094690 -0.001425 0.002502 -0.002499 -0.093268
0.130000 -0.111094 -0.001705 0.002934 -0.002932 -0.109391
0.140000 -0.128799 -0.002020 0.003400 -0.003398 -0.126781
0.150000 -0.147802 -0.002370 0.003900 -0.003898 -0.145433
0.160000 -0.168100 -0.002759 0.004433 -0.004432 -0.165341
0.170000 -0.189690 -0.003190 0.005000 -0.005001 -0.186500
0.180000 -0.212570 -0.003665 0.005600 -0.005602 -0.208902
0.190000 -0.236734 -0.004188 0.006232 -0.006237 -0.232542
0.200000 -0.262181 -0.004762 0.006898 -0.006905 -0.257412
0.210000 -0.288906 -0.005390 0.007596 -0.007607 -0.283505
0.220000 -0.316905 -0.006077 0.008326 -0.008341 -0.310813
0.230000 -0.346174 -0.006826 0.009089 -0.009108 -0.339329
0.240000 -0.376709 -0.007641 0.009884 -0.009908 -0.369044
0.250000 -0.408506 -0.008526 0.010710 -0.010740 -0.399950
0.260000 -0.441559 -0.009485 0.011567 -0.011605 -0.432037
0.270000 -0.475864 -0.010522 0.012456 -0.012502 -0.465296
0.280000 -0.511416 -0.011643 0.013375 -0.013431 -0.499718
0.290000 -0.548210 -0.012851 0.014326 -0.014391 -0.535294
0.300000 -0.586240 -0.014151 0.015306 -0.015384 -0.572012
0.310000 -0.625502 -0.015548 0.016316 -0.016407 -0.609863
0.320000 -0.665989 -0.017048 0.017357 -0.017462 -0.648836
0.330000 -0.707696 -0.018654 0.018427 -0.018548 -0.688920
0.340000 -0.750617 -0.020373 0.019526 -0.019665 -0.730105
0.350000 -0.794745 -0.022208 0.020654 -0.020813 -0.772378
0.360000 -0.840076 -0.024167 0.021810 -0.021991 -0.815728
0.370000 -0.886601 -0.026253 0.022995 -0.023200 -0.860144
0.380000 -0.934316 -0.028473 0.024208 -0.024438 -0.905613
0.390000 -0.983213 -0.030831 0.025449 -0.025708 -0.952123
0.400000 -1.033286 -0.033335 0.026718 -0.027007 -0.999662
