# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.004268 -0.000374 0.000091 0.000565 -0.004550
0.020000 -0.017067 -0.001499 0.000365 0.002258 -0.018191
0.030000 -0.038387 -0.003385 0.000819 0.005077 -0.040898
0.040000 -0.068205 -0.006046 0.001452 0.009018 -0.072630
0.050000 -0.106497 -0.009504 0.002259 0.014077 -0.113329
0.060000 -0.153225 -0.013788 0.003237 0.020248 -0.162921
0.070000 -0.208346 -0.018928 0.004379 0.027521 -0.221317
0.080000 -0.271810 -0.024966 0.005679 0.035889 -0.288412
0.090000 -0.343559 -0.031944 0.007131 0.045341 -0.364087
0.100000 -0.423528 -0.039911 0.008725 0.055865 -0.448207
0.110000 -0.511643 -0.048923 0.010453 0.067451 -0.540625
0.120000 -0.607827 -0.059037 0.012306 0.080085 -0.641182
0.130000 -0.711993 -0.070316 0.014273 0.093753 -0.749703
0.140000 -0.824050 -0.082826 0.016342 0.108440 -0.866006
0.150000 -0.943898 -0.096639 0.018502 0.124133 -0.989894
0.160000 -1.071435 -0.111828 0.020741 0.140815 -1.121163
0.170000 -1.206550 -0.128468 0.023047 0.158471 -1.259599
0.180000 -1.349128 -0.146640 0.025406 0.177085 -1.404978
0.190000 -1.499051 -0.166424 0.027804 0.196641 -1.557072
0.200000 -1.656192 -0.187902 0.030229 0.217123 -1.715642
0.210000 -1.820423 -0.211159 0.032666 0.238516 -1.880446
0.220000 -1.991611 -0.236279 0.035101 0.260803 -2.051236
0.230000 -2.169619 -0.263349 0.037520 0.283969 -2.227760
0.240000 -2.354307 -0.292454 0.039910 0.307999 -2.409762
0.250000 -2.545531 -0.323681 0.042257 0.332876 -2.596983
0.260000 -2.743145 -0.357115 0.044546 0.358587 -2.789163
0.270000 -2.947000 -0.392840 0.046765 0.385115 -2.986040
0.280000 -3.156944 -0.430941 0.048901 0.412447 -3.187350
0.290000 -3.372824 -0.471501 0.050942 0.440567 -3.392831
0.300000 -3.594485 -0.514601 0.052876 0.469460 -3.602219
0.310000 -3.821770 -0.560320 0.054692 0.499111 -3.815253
0.320000 -4.054522 -0.608737 0.056381 0.529505 -4.031671
0.330000 -4.292582 -0.659926 0.057932 0.560625 -4.251214
0.340000 -4.535790 -0.713961 0.059340 0.592455 -4.473624
0.350000 -4.783987 -0.770912 0.060597 0.624976 -4.698647
0.360000 -5.037012 -0.830849 0.061698 0.658169 -4.926030
0.370000 -5.294705 -0.893836 0.062640 0.692014 -5.155523
0.380000 -5.556906 -0.959936 0.063420 0.726488 -5.386878
0.390000 -5.823455 -1.029210 0.064040 0.761565 -5.619851
0.400000 -6.094194 -1.101714 0.064502 0.797219 -5.854201
