# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.007361 -0.001050 0.000235 0.001629 -0.008174
0.020000 -0.029432 -0.004208 0.000935 0.006514 -0.032673
0.030000 -0.066178 -0.009499 0.002091 0.014655 -0.073425
0.040000 -0.117538 -0.016964 0.003686 0.026052 -0.130311
0.050000 -0.183432 -0.026661 0.005694 0.040705 -0.203170
0.060000 -0.263753 -0.038662 0.008087 0.058613 -0.291791
0.070000 -0.358376 -0.053054 0.010827 0.079780 -0.395929
0.080000 -0.467151 -0.069937 0.013870 0.104210 -0.515295
0.090000 -0.589912 -0.089422 0.017166 0.131912 -0.649568
0.100000 -0.726469 -0.111634 0.020658 0.162898 -0.798391
0.110000 -0.876616 -0.136707 0.024285 0.197185 -0.961379
0.120000 -1.040132 -0.164783 0.027976 0.234797 -1.138122
0.130000 -1.216775 -0.196012 0.031657 0.275762 -1.328183
0.140000 -1.406291 -0.230551 0.035249 0.320119 -1.531109
0.150000 -1.608412 -0.268562 0.038666 0.367911 -1.746427
0.160000 -1.822854 -0.310212 0.041817 0.419190 -1.973650
0.170000 -2.049326 -0.355671 0.044606 0.474017 -2.212278
0.180000 -2.287520 -0.405111 0.046932 0.532459 -2.461802
0.190000 -2.537124 -0.458706 0.048692 0.594596 -2.721706
0.200000 -2.797813 -0.516631 0.049776 0.660509 -2.991466
0.210000 -3.069254 -0.579060 0.050070 0.730292 -3.270557
0.220000 -3.351110 -0.646165 0.049461 0.804044 -3.558451
0.230000 -3.643034 -0.718117 0.047829 0.881871 -3.854617
0.240000 -3.944676 -0.795085 0.045053 0.963884 -4.158528
0.250000 -4.255679 -0.877232 0.041013 1.050198 -4.469659
0.260000 -4.575685 -0.964717 0.035584 1.140933 -4.787485
0.270000 -4.904330 -1.057694 0.028645 1.236210 -5.111491
0.280000 -5.241250 -1.156310 0.020072 1.336151 -5.441163
0.290000 -5.586078 -1.260704 0.009748 1.440874 -5.775996
0.300000 -5.938446 -1.371006 -0.002445 1.550498 -6.115492
0.310000 -6.297988 -1.487340 -0.016619 1.665132 -6.459161
0.320000 -6.664336 -1.609815 -0.032879 1.784880 -6.806522
0.330000 -7.037127 -1.738533 -0.051323 1.909832 -7.157103
0.340000 -7.415996 -1.873580 -0.072039 2.040064 -7.510440
0.350000 -7.800585 -2.015032 -0.095106 2.175635 -7.866081
0.360000 -8.190537 -2.162952 -0.120588 2.316583 -8.223580
0.370000 -8.585500 -2.317387 -0.148533 2.462919 -8.582500
0.380000 -8.985129 -2.478370 -0.178972 2.614626 -8.942413
0.390000 -9.389083 -2.645920 -0.211918 2.771652 -9.302897
0.400000 -9.797026 -2.820040 -0.247359 2.933907 -9.663534
