# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.004817 -0.000478 0.000094 0.000766 -0.005199
0.020000 -0.019263 -0.001914 0.000376 0.003062 -0.020788
0.030000 -0.043324 -0.004320 0.000843 0.006886 -0.046733
0.040000 -0.076973 -0.007716 0.001493 0.012232 -0.082982
0.050000 -0.120177 -0.012128 0.002320 0.019092 -0.129462
0.060000 -0.172889 -0.017587 0.003318 0.027458 -0.186078
0.070000 -0.235056 -0.024137 0.004480 0.037317 -0.252716
0.080000 -0.306613 -0.031823 0.005798 0.048657 -0.329244
0.090000 -0.387488 -0.040700 0.007260 0.061462 -0.415510
0.100000 -0.477597 -0.050828 0.008857 0.075718 -0.511345
0.110000 -0.576850 -0.062271 0.010576 0.091405 -0.616560
0.120000 -0.685148 -0.075102 0.012405 0.108505 -0.730955
0.130000 -0.802381 -0.089397 0.014329 0.126998 -0.854311
0.140000 -0.928434 -0.105236 0.016333 0.146865 -0.986396
0.150000 -1.063185 -0.122703 0.018401 0.168082 -1.126965
0.160000 -1.206503 -0.141889 0.020517 0.190629 -1.275760
0.170000 -1.358249 -0.162883 0.022664 0.214485 -1.432515
0.180000 -1.518283 -0.185781 0.024825 0.239625 -1.596951
0.190000 -1.686452 -0.210679 0.026980 0.266029 -1.768781
0.200000 -1.862602 -0.237675 0.029112 0.293674 -1.947713
0.210000 -2.046572 -0.266869 0.031202 0.322539 -2.133444
0.220000 -2.238198 -0.298361 0.033231 0.352602 -2.325670
0.230000 -2.437309 -0.332251 0.035180 0.383842 -2.524080
0.240000 -2.643732 -0.368641 0.037031 0.416239 -2.728361
0.250000 -2.857290 -0.407630 0.038765 0.449772 -2.938196
0.260000 -3.077801 -0.449318 0.040364 0.484421 -3.153269
0.270000 -3.305084 -0.493802 0.041810 0.520168 -3.373260
0.280000 -3.538950 -0.541178 0.043087 0.556993 -3.597852
0.290000 -3.779214 -0.591542 0.044178 0.594877 -3.826727
0.300000 -4.025686 -0.644984 0.045068 0.633800 -4.059569
0.310000 -4.278173 -0.701595 0.045742 0.673744 -4.296064
0.320000 -4.536485 -0.761462 0.046189 0.714688 -4.535900
0.330000 -4.800428 -0.824667 0.046396 0.756612 -4.778769
0.340000 -5.069810 -0.891293 0.046355 0.799493 -5.024365
0.350000 -5.344437 -0.961416 0.046057 0.843307 -5.272385
0.360000 -5.624115 -1.035110 0.045498 0.888029 -5.522532
0.370000 -5.908652 -1.112446 0.044674 0.933629 -5.774510
0.380000 -6.197856 -1.193490 0.043585 0.980077 -6.028029
0.390000 -6.491535 -1.278305 0.042234 1.027337 -6.282801
0.400000 -6.789498 -1.366951 0.040625 1.075369 -6.538542
