# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.016024 -0.005424 -0.001953 0.014745 -0.023392
0.020000 -0.064042 -0.021712 -0.007829 0.058941 -0.093441
0.030000 -0.143894 -0.048921 -0.017676 0.132475 -0.209771
0.040000 -0.255315 -0.087140 -0.031573 0.235159 -0.371761
0.050000 -0.397935 -0.136493 -0.049632 0.366740 -0.578550
0.060000 -0.571286 -0.197134 -0.071996 0.526899 -0.829054
0.070000 -0.774801 -0.269246 -0.098840 0.715263 -1.121978
0.080000 -1.007821 -0.353037 -0.130367 0.931413 -1.455830
0.090000 -1.269599 -0.448735 -0.166813 1.174893 -1.828944
0.100000 -1.559308 -0.556586 -0.208444 1.445219 -2.239497
0.110000 -1.876040 -0.676846 -0.255551 1.741892 -2.685535
0.120000 -2.218822 -0.809779 -0.308455 2.064404 -3.164992
0.130000 -2.586615 -0.955649 -0.367501 2.412249 -3.675714
0.140000 -2.978322 -1.114716 -0.433055 2.784930 -4.215482
0.150000 -3.392802 -1.287231 -0.505503 3.181964 -4.782032
0.160000 -3.828868 -1.473430 -0.585243 3.602885 -5.373079
0.170000 -4.285300 -1.673526 -0.672683 4.047241 -5.986331
0.180000 -4.760851 -1.887708 -0.768230 4.514594 -6.619507
0.190000 -5.254255 -2.116130 -0.872286 5.004513 -7.270352
0.200000 -5.764233 -2.358913 -0.985237 5.516561 -7.936643
0.210000 -6.289499 -2.616136 -1.107442 6.050282 -8.616202
0.220000 -6.828769 -2.887833 -1.239223 6.605183 -9.306896
0.230000 -7.380766 -3.173990 -1.380852 7.180715 -10.006638
0.240000 -7.944225 -3.474547 -1.532538 7.776247 -10.713387
0.250000 -8.517898 -3.789389 -1.694413 8.391044 -11.425141
0.260000 -9.100560 -4.118351 -1.866515 9.024231 -12.139925
0.270000 -9.691012 -4.461217 -2.048778 9.674769 -12.855786
0.280000 -10.288087 -4.817721 -2.241014 10.341421 -13.570773
0.290000 -10.890649 -5.187551 -2.442896 11.022720 -14.282921
0.300000 -11.497597 -5.570349 -2.653950 11.716937 -14.990235
0.310000 -12.107870 -5.965718 -2.873536 12.422051 -15.690666
0.320000 -12.720441 -6.373227 -3.100845 13.135724 -16.382092
0.330000 -13.334326 -6.792417 -3.334885 13.855275 -17.062298
0.340000 -13.948575 -7.222809 -3.574481 14.577666 -17.728951
0.350000 -14.562277 -7.663909 -3.818271 15.299488 -18.379585
0.360000 -15.174556 -8.115221 -4.064715 16.016966 -19.011586
0.370000 -15.784568 -8.576251 -4.312103 16.725958 -19.622172
0.380000 -16.391500 -9.046520 -4.558565 17.421977 -20.208392
0.390000 -16.994563 -9.525567 -4.802096 18.100220 -20.767119
0.400000 -17.592993 -10.012966 -5.040580 18.755603 -21.295049
