# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.015115 -0.004820 -0.001516 0.012664 -0.021443
0.020000 -0.060411 -0.019296 -0.006080 0.050625 -0.085660
0.030000 -0.135747 -0.043483 -0.013731 0.113788 -0.192320
0.040000 -0.240885 -0.077467 -0.024538 0.201994 -0.340875
0.050000 -0.375500 -0.121368 -0.038596 0.315030 -0.530565
0.060000 -0.539172 -0.175338 -0.056027 0.452628 -0.760434
0.070000 -0.731398 -0.239556 -0.076978 0.614472 -1.029336
0.080000 -0.951592 -0.314225 -0.101625 0.800210 -1.335951
0.090000 -1.199087 -0.399571 -0.130168 1.009454 -1.678802
0.100000 -1.473144 -0.495838 -0.162831 1.241796 -2.056270
0.110000 -1.772955 -0.603281 -0.199865 1.496808 -2.466617
0.120000 -2.097648 -0.722167 -0.241541 1.774061 -2.908001
0.130000 -2.446293 -0.852765 -0.288153 2.073122 -3.378497
0.140000 -2.817908 -0.995344 -0.340014 2.393567 -3.876117
0.150000 -3.211468 -1.150168 -0.397455 2.734984 -4.398830
0.160000 -3.625904 -1.317489 -0.460817 3.096978 -4.944575
0.170000 -4.060118 -1.497548 -0.530454 3.479168 -5.511285
0.180000 -4.512984 -1.690559 -0.606721 3.881191 -6.096895
0.190000 -4.983355 -1.896716 -0.689975 4.302695 -6.699359
0.200000 -5.470071 -2.116183 -0.780561 4.743330 -7.316657
0.210000 -5.971963 -2.349089 -0.878810 5.202743 -7.946806
0.220000 -6.487859 -2.595530 -0.985028 5.680563 -8.587864
0.230000 -7.016589 -2.855559 -1.099486 6.176386 -9.237930
0.240000 -7.556993 -3.129190 -1.222411 6.689757 -9.895148
0.250000 -8.107920 -3.416392 -1.353977 7.220152 -10.557703
0.260000 -8.668239 -3.717088 -1.494288 7.766950 -11.223811
0.270000 -9.236836 -4.031161 -1.643370 8.329413 -11.891718
0.280000 -9.812623 -4.358443 -1.801158 8.906662 -12.559685
0.290000 -10.394537 -4.698727 -1.967481 9.497644 -13.225972
0.300000 -10.981545 -5.051764 -2.142055 10.101108 -13.888834
0.310000 -11.572645 -5.417267 -2.324467 10.715578 -14.546490
0.320000 -12.166866 -5.794912 -2.514165 11.339331 -15.197119
0.330000 -12.763270 -6.184348 -2.710455 11.970366 -15.838834
0.340000 -13.360952 -6.585196 -2.912486 12.606394 -16.469663
0.350000 -13.959039 -6.997062 -3.119258 13.244819 -17.087538
0.360000 -14.556691 -7.419537 -3.329610 13.882728 -17.690273
0.370000 -15.153097 -7.852206 -3.542234 14.516896 -18.275552
0.380000 -15.747473 -8.294660 -3.755677 15.143783 -18.840919
0.390000 -16.339061 -8.746497 -3.968352 15.759554 -19.383767
0.400000 -16.927127 -9.207333 -4.178560 16.360103 -19.901337
