# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.013475 -0.003821 -0.000905 0.009446 -0.018195
0.020000 -0.053861 -0.015300 -0.003630 0.037761 -0.072691
0.030000 -0.121046 -0.034486 -0.008206 0.084876 -0.163230
0.040000 -0.214843 -0.061459 -0.014681 0.150679 -0.289382
0.050000 -0.334990 -0.096330 -0.023126 0.235017 -0.450551
0.060000 -0.481154 -0.139236 -0.033629 0.337697 -0.645986
0.070000 -0.652936 -0.190345 -0.046299 0.458493 -0.874784
0.080000 -0.849866 -0.249846 -0.061263 0.597148 -1.135905
0.090000 -1.071414 -0.317950 -0.078667 0.753384 -1.428180
0.100000 -1.316988 -0.394888 -0.098675 0.926901 -1.750326
0.110000 -1.585939 -0.480904 -0.121467 1.117389 -2.100957
0.120000 -1.877569 -0.576255 -0.147243 1.324530 -2.478602
0.130000 -2.191128 -0.681204 -0.176215 1.548006 -2.881715
0.140000 -2.525825 -0.796021 -0.208612 1.787504 -3.308695
0.150000 -2.880829 -0.920973 -0.244676 2.042716 -3.757896
0.160000 -3.255275 -1.056326 -0.284659 2.313351 -4.227640
0.170000 -3.648267 -1.202337 -0.328823 2.599128 -4.716236
0.180000 -4.058887 -1.359252 -0.377434 2.899785 -5.221985
0.190000 -4.486194 -1.527302 -0.430764 3.215070 -5.743198
0.200000 -4.929232 -1.706701 -0.489081 3.544745 -6.278196
0.210000 -5.387035 -1.897638 -0.552649 3.888581 -6.825328
0.220000 -5.858628 -2.100282 -0.621724 4.246348 -7.382971
0.230000 -6.343036 -2.314771 -0.696543 4.617810 -7.949532
0.240000 -6.839282 -2.541216 -0.777323 5.002714 -8.523458
0.250000 -7.346397 -2.779696 -0.864252 5.400780 -9.103229
0.260000 -7.863417 -3.030258 -0.957482 5.811685 -9.687363
0.270000 -8.389393 -3.292914 -1.057124 6.235050 -10.274404
0.280000 -8.923386 -3.567644 -1.163235 6.670422 -10.862928
0.290000 -9.464477 -3.854392 -1.275814 7.117254 -11.451526
0.300000 -10.011765 -4.153067 -1.394790 7.574893 -12.038801
0.310000 -10.564368 -4.463550 -1.520015 8.042552 -12.623355
0.320000 -11.121428 -4.785687 -1.651257 8.519297 -13.203781
0.330000 -11.682110 -5.119295 -1.788192 9.004024 -13.778647
0.340000 -12.245602 -5.464168 -1.930395 9.495444 -14.346485
0.350000 -12.811118 -5.820074 -2.077336 9.992068 -14.905776
0.360000 -13.377894 -6.186763 -2.228379 10.492189 -15.454941
0.370000 -13.945192 -6.563973 -2.382776 10.993878 -15.992321
0.380000 -14.512295 -6.951429 -2.539669 11.494974 -16.516171
0.390000 -15.078509 -7.348853 -2.698094 11.993087 -17.024650
0.400000 -15.643161 -7.755968 -2.856984 12.485598 -17.515806
